Código Cliente,nome_cliente,volume_total,preco_liquido_ponderado,margem_pct_ponderada,frequencia_mensal,taxa_devolucao,produtos,cluster
1144459,SEGREDO AGROFLORESTAL LTDA,7.890000000000001,11129.100126742713,0.16176376801361142,2.0,0.0,12,0
1144362,EXPRESSO T&C TRANSPORTE E LOGISTICA,3.0,9671.736666666666,0.12246611346255981,1.0,0.0,1,0
1144360,HYDRO EXTRUSION BRASIL S/A,16.42,10912.80328867235,0.1941355746412585,2.0476190476190474,0.0,11,0
1144050,SOS-SERVICE COMERCIO E SERVICOS LTD,2.0,10929.43,0.23788980761119288,1.0,0.0,1,0
1144045,"FISH MAR INDUSTRIA, COMERCIO & EXPO",11.07,13025.502258355917,0.12121402313341119,2.0,0.0,4,0
1144023,FABIO LUIS DOS SANTOS BOVI E OUTRO,13.7,11410.06788321168,0.13031396974102716,5.0,0.0,6,0
1148994,SO CILINDROS HIDRAULICA E PNEUMATIC,2.46,10870.138211382115,0.30197482922932745,1.2,0.0,3,0
1148691,UNIVALE TRANSPORTES LTDA,5.5200000000000005,14841.023550724636,0.12239050467851,2.0,0.0,11,0
1148549,B C L A TRANSPORTES LTDA,7.45,11370.40402684564,0.11385840857773818,1.625,0.0,7,0
1148531,AGROPECUARIA LAVORO LTDA,3.2,11150.449999999997,0.20643309238640595,1.8571428571428572,0.0,5,0
1148321,MINERACAO RODEIO DE BAIXO LTDA,2.82,13224.627659574468,0.12127062527065746,3.5,0.0,5,0
1148300,EXPRESSO PLANALTO TRANSPORTE E LOGI,1.9400000000000002,12386.247422680412,0.10603046611389753,1.5,0.0,8,0
1148285,MINERACAO ESTRELA DALVA LTDA,0.66,11434.21212121212,0.13680369120846794,1.6666666666666667,0.0,5,0
1147968,L A CARFI INDUSTRIA DE MAQUINAS LTD,0.6000000000000001,9982.316666666664,0.2153858740205597,1.0,0.0,1,0
1147660,TMK ENGENHARIA S.A.,3.86,10874.463730569949,0.1398935043667212,1.8,0.0,5,0
1147200,G10 TRANSPORTES S.A.,17.0,11061.107647058823,0.06456554744570576,1.0,0.0,1,0
1147197,NOVA SAFRA TRANSPORTES LTDA,5.430000000000001,11914.173112338856,0.1976071645637398,2.5384615384615383,0.0,12,0
1146962,SUPERMIX CONCRETO S/A,0.4,12194.9,0.15432065863598718,1.0,0.0,1,0
1146792,MAURO SIMONETI E OUTRA,2.8400000000000003,12736.711267605633,0.13898495698084662,1.8571428571428572,0.0,8,0
1146740,FERNANDO HENRIQUE SIMONETI E OUTROS,5.44,12971.797794117647,0.16631272197122204,1.7142857142857142,0.0,8,0
1146309,LUXAFIT TRANSPORTES LTDA,1.27,10601.51968503937,0.07457480839546848,1.3333333333333333,0.0,2,0
1146282,VIPE TRANSPORTES E SERVICOS LTDA,17.5,10850.261714285714,0.10546473717710982,1.0,0.0,2,0
1695781,FJX TRANSPORTES LTDA,1.2,9127.7,0.08764529947303264,1.0,0.0,1,0
1695776,TANAGRO SA,0.8,12515.1375,0.16756108352784777,1.0,0.0,1,0
1695765,TRANSPORTES MACANEIRO LTDA,1.0,12273.04,0.02878830346841532,1.0,0.0,1,0
1695761,TOP MINAS TRANSPORTE E LOGISTICA LT,0.9800000000000001,13801.66326530612,0.21100237105406552,1.8,0.0,3,0
1695604,MARIA LUIZA CONSTRUCOES E EMPREENDI,1.34,12390.514925373134,0.21950529081886783,3.0,0.0,5,0
1695596,MINERADORA BOA ESPERANCA LTDA,6.41,13523.595943837754,0.15399524145986243,2.7777777777777777,0.0,16,0
1695584,AROEIRA RESIDUOS E SERVICOS LTDA,2.34,13977.064102564103,0.12494890132888647,3.1538461538461537,0.0,9,0
1695557,CONSORCIO UMARI,1.09,11759.605504587154,0.17100523717874205,3.5,0.0,6,0
1695259,FERTLOG TRANSPORTES E SERVICOS LTDA,3.69,11957.78319783198,0.05915186716048464,1.2857142857142858,0.0,3,0
1695253,RUBEMAR LOCACAO DE MAQUINAS E SERVI,0.9299999999999999,12919.913978494626,0.21515839514228266,2.0,0.07692307692307693,7,0
1695148,TCE ENGENHARIA LTDA,0.4,12877.8,0.1726770100483002,1.0,0.0,1,0
1694975,PROTRAFO SERVICOS EM EQUIPAMENTOS E,0.7,10459.585714285717,0.1773670358427198,1.0,0.0,2,0
1149632,RECIPAV - LOCACAO DE EQUIPAMENTOS L,0.24,12185.458333333334,0.21551986486625108,2.0,0.0,3,0
1149439,CONTEK ENGENHARIA S/A,3.86,11056.5207253886,0.2557548742132102,4.0,0.0,7,0
1149437,VESPER TRANSPORTES LTDA,0.6000000000000001,11885.68333333333,0.1178027907524599,1.0,0.0,1,0
1149013,VIX LOGISTICA S/A,1.6400000000000001,14231.774390243902,0.05801472229565327,1.25,0.0,5,0
1151574,PKG DO BRASIL IMPORTACAO E EXPORTAC,1.37,14969.328467153284,0.15940965419314823,1.8461538461538463,0.038461538461538464,9,0
1151556,PEDREIRA UM VALEMIX MICON - MINERAC,8.65,11657.132947976877,0.16248971083223748,1.619047619047619,0.047619047619047616,10,0
1151242,GUERRA LOGISTICA LTDA,2.85,12305.901754385965,0.10389851453389073,1.25,0.0,5,0
1150994,JOSEENSE TRANSPORTES DE PASSAGEIROS,2.7800000000000002,13514.061151079135,0.13660831284441546,1.2857142857142858,0.0,6,0
1150973,TRANSAGUIAR LOGISTICA DE TRANSPORTE,1.46,14780.376712328767,0.1495619654901561,1.25,0.09090909090909091,4,0
1150753,MARINA RIBEIRA LTDA,0.8,10988.2875,0.12521514385203333,1.6,0.0,4,0
1150731,VALMI BLANCO MACHADO,4.83,10548.819875776397,0.10583091923973717,6.0,0.0,9,0
1150622,LEMAR SERVICE LTDA,0.2,10318.499999999998,0.25630178805058873,1.0,0.0,1,0
1150267,VALDIR TURRA CARPENEDO,6.7700000000000005,11690.481536189069,0.0633413086129988,2.6,0.0,9,0
1150109,KM CACAU INDUSTRIA E COMERCIO DE LA,0.42,13303.499999999998,0.19841717270965217,1.5,0.0,3,0
1150045,F J DA SILVA SOUZA TRANSPORTES,1.99,13452.86432160804,0.1491673888357638,6.5,0.0,21,0
1149946,TRANSMIMO LTDA,7.24,14541.966850828729,0.19040300961667053,1.5714285714285714,0.0,13,0
1149683,DAX ENERGY EQUIPAMENTOS E SISTEMAS,1.22,10102.122950819672,0.18721434141014023,1.3333333333333333,0.0,2,0
1696394,EOLICA ITAREMA I S.A.,2.2,11746.777272727271,0.26244722440313417,1.0,0.3333333333333333,1,0
1695965,NORMA ENGENHARIA PROJETOS E CONSULT,5.4,10959.507407407405,0.2686657652564136,1.0,0.0,1,0
1695792,LEA DE JESUS FERREIRA OTSUKA,0.24,12403.500000000002,0.1193211593501834,1.0,0.0,1,0
1814646,ADAO AURELIANO RODRIGUES LTDA,0.81,12282.654320987655,0.12257675433085903,9.0,0.0,9,0
1814559,ECO LAGOS INDUSTRIA DE METAIS LTDA,0.2,13165.999999999998,0.2204352119094638,1.0,0.0,1,0
1814320,MCN MINERACAO CENTRO NORTE LTDA,0.42,12756.142857142857,0.018047327338089218,1.0,0.0,1,0
1814317,ECO LAGOS INDUSTRIA DE METAIS LTDA,0.2,13222.599999999999,0.2525448852721855,1.0,0.0,1,0
1152295,ITAGUAI CONSTRUCOES NAVAIS S/A,1.02,11047.029411764706,0.21562978957167972,1.8,0.0,6,0
1152293,EDP ESPIRITO SANTO DISTRIBUICAO DE,20.0,12936.788499999999,0.3457668415928729,1.0,0.0,2,0
1152264,JOMAR SERVICOS E LOCACAO LTDA,0.6000000000000001,12761.133333333331,0.12479168516902887,3.0,0.0,3,0
1152262,COOPERATIVA DOS PROPRIETARIOS DE VE,4.8,11678.995833333334,0.14608080246625085,1.1,0.0,3,0
1152249,NARITA MINERACAO LTDA,2.3000000000000003,11067.834782608694,0.13827181154006007,2.4,0.0,6,0
1152184,COOPERATIVA DE TRANSPORTE RODOVIARI,2.7600000000000002,15143.213768115942,0.1543980933727668,2.3333333333333335,0.125,8,0
1152179,TRANSPORTES SAO MIGUEL LTDA.,1.6800000000000002,11318.041666666666,0.1394286724051517,2.0,0.045454545454545456,6,0
1152174,"VAMOS LOCACAO DE CAMINHOES, MAQUINA",5.28,13366.100378787878,0.13165160448732455,1.8888888888888888,0.0,8,0
1152095,FUNDACAO DE ESTUDOS DO MAR,1.2,13449.116666666667,0.2804756694057974,1.0,0.0,1,0
1152066,ARENA PARTICIPACOES SOCIETARIAS LTD,2.0999999999999996,10404.114285714288,0.08638066259501735,1.0,0.0,1,0
1151945,FERRAZZO TRANSPORTES LTDA,1.09,11677.027522935778,0.12527694933045044,1.8,0.07692307692307693,9,0
1151577,LATICINIOS PORTO ALEGRE INDUSTRIA E,1.19,12560.27731092437,0.15278391996108848,1.5714285714285714,0.0,7,0
1153112,NATUS AMBIENTAL LTDA,6.17,12136.432739059966,0.194649727256787,2.3684210526315788,0.0,17,0
1153106,FORNECEDORA ASFALTOS E PAVIMENTACAO,2.3000000000000003,10943.965217391302,0.22332061505407785,1.2,0.14285714285714285,3,0
1153102,MSHS BRASIL ENGENHARIA LTDA.,1.2,15610.600000000002,0.23474113743225755,1.0,0.25,1,0
1153067,CAFE TRES CORACOES S.A,2.08,13567.865384615385,0.059560273213432754,1.6666666666666667,0.07692307692307693,4,0
1153054,VALMI BLANCO MACHADO,1.2000000000000002,10689.408333333331,0.12137014131589759,4.5,0.0,7,0
1152911,AUTO ONIBUS BRASILIA LTDA,1.5499999999999998,12943.54193548387,0.1870774764249104,2.0,0.0,3,0
1152886,F P M LOCACAO DE EQUIPAMENTOS E CON,0.22,11890.136363636364,0.15138598456321703,2.0,0.0,2,0
1152626,FX MINAS CONSTRUCOES E EMPREENDIMEN,3.4000000000000004,11931.50294117647,0.07440214498888384,2.0,0.0,4,0
1815328,PAULA SOUZA TRANSPORTES LTDA,0.2,11422.699999999999,0.17714725940451906,1.0,0.0,1,0
1815011,JEFFERSON BATISTA AMARAL,0.48000000000000004,11055.0625,0.09112717966693237,2.0,0.0,3,0
1814840,MULTIMIX COMERCIO DE CONCRETO DE TE,5.2,10091.398076923077,0.2617282388446977,1.0,0.1111111111111111,1,0
1814817,ROSARIO DO CATETE AMBIENTAL SOCIEDA,1.27,12159.71653543307,0.08534311046413742,1.75,0.125,7,0
1814816,SPE MACEIO AMBIENTAL S/A,0.5900000000000001,14366.254237288134,0.06983880539258078,1.0,0.3333333333333333,2,0
1814813,ORIZON SOROCABA BLENDAGEM S.A.,0.44,9004.40909090909,0.07127821218897815,2.0,0.0,2,0
1814673,RFM TRANSPORTES LTDA,10.97,13943.56517775752,0.12067965599838547,3.6666666666666665,0.022222222222222223,11,0
1814655,COMBER LOGISTICA LTDA,3.27,15058.749235474006,0.28081473356848435,1.25,0.0,4,0
1155111,BUDEL TRANSPORTES LTDA,0.95,10706.463157894737,0.16180782095222365,1.0,0.0,1,0
1155076,RODOBOLL TRANSPORTES LTDA,1.6,11471.624999999998,0.07191494230329183,1.3333333333333333,0.0,2,0
1154831,COMPANHIA BRASILEIRA DE ESTIRENO,0.68,11191.45588235294,0.22633863280680247,1.0,0.0,2,0
1154816,EXPRESSO FENIX VIACAO LTDA,9.24,14844.066017316018,0.14167853305032393,3.3,0.0,14,0
1154806,COMPANHIA BRASILEIRA DE ESTIRENO,4.7,12733.11914893617,0.2005565650040454,1.7058823529411764,0.058823529411764705,9,0
1154782,TRANSRESIDUOS AMBIENTAL S/A,5.6000000000000005,9915.819642857143,0.2123270192886223,1.0,0.0,1,0
1154347,MOGI MOB  TRANSPORTES DE PASSAGEIRO,11.83,14217.653423499576,0.12956087118962747,1.391304347826087,0.0,9,0
1154311,EXPRESSO PLANALTO TRANSPORTE E LOGI,11.73,11742.371696504688,0.13858693482017528,1.565217391304348,0.0,13,0
1154309,AMARA LUIZA BEZERRA,0.24,15034.208333333334,0.09977246335440565,1.0,0.0,1,0
1153957,MAE RAINHA URBANISMO LTDA,5.11,12660.471624266145,0.17688303935651298,1.875,0.0,9,0
1153802,MIBRA MINERIOS LTDA,10.75,13078.189767441861,0.1956752566708969,3.238095238095238,0.0,12,0
1153142,VIACAO ITAQUERI LTDA,7.62,12040.051181102363,0.15325282993037562,1.4074074074074074,0.02564102564102564,9,0
1153141,PEDREIRA UM S.A.,7.4,11609.902702702702,0.15593957069267989,1.75,0.0,8,0
1153140,BRAUSA TRANSPORTES LTDA,0.16,10246.4375,0.14932019055403403,2.0,0.0,3,0
1153137,VALMI BLANCO MACHADO,4.09,10784.948655256725,0.10100828738049315,6.0,0.0,9,0
1153117,KM-KALIUM MINERACAO S/A,3.5,11416.528571428571,0.1992932552677384,3.3333333333333335,0.0,20,0
1694968,CHP BRASIL INDUSTRIA E COMERCIO DE,0.6000000000000001,14870.316666666666,0.14168046185970035,1.0,0.0,1,0
1694730,CEU DE MINAS NUTRICAO ANIMAL LTDA,4.6,10614.128260869566,0.09868901150824609,2.0,0.0,5,0
1694561,ACAPEL INDUSTRIA E COMERCIO LTDA,0.06,13264.833333333334,0.2261619067961653,1.0,0.0,1,0
1694560,LG EMPILHADEIRAS E PLATAFORMAS LTDA,2.9,12668.258620689654,0.20569138996596165,2.8333333333333335,0.0,8,0
1694139,CONSTRUTORA UNICA DO BRASIL LTDA,3.6,13190.877777777776,0.2389671229022751,2.5555555555555554,0.0,5,0
1694048,SAO JORGE AUTO ONIBUS LTDA,8.41,11050.840665873959,0.1676832092769372,2.4,0.0,8,0
1693964,LOQUIPE LOCACAO DE EQUIPAMENTOS E M,2.87,11570.951219512193,0.1306422457054085,2.5,0.0,12,0
1693954,AUTOSERVICE LOGISTICA LTDA,1.2,10457.275,0.05673641874516385,1.5,0.0,4,0
1693532,JULIANA APARECIDA LARA CARVALHO,6.72,10158.401785714286,0.10062586007418793,2.875,0.0,13,0
1693530,GVINAH INDUSTRIA E COMERCIO DE ALIM,5.140000000000001,13231.394941634238,0.22899653385996666,2.238095238095238,0.020833333333333332,6,0
1693124,NILSON RIGA VITALE,1.42,11712.021126760565,0.14632131306043447,2.2,0.0,4,0
1692852,VS TOP DIESEL COMERCIO DE COMBUSTIV,1.82,10412.615384615383,0.0912608121171698,1.5555555555555556,0.0,12,0
1691795,TORA LOGISTICA ARMAZENS E TERMINAIS,1.4000000000000001,9671.892857142855,0.07618984317591844,1.6666666666666667,0.0,5,0
1155803,MARINA PIRATAS S.A.,4.87,12125.090349075976,0.15804924673818557,1.6428571428571428,0.11538461538461539,6,0
1155798,GIRE TRANSPORTES LTDA,5.62,12225.749110320286,0.13771092485945377,2.076923076923077,0.0,13,0
1155605,LETRANS TRANSPORTES RODOVIARIOS DE,5.28,14497.037878787878,0.11494602606906634,2.0,0.0,7,0
1813571,GOLD CONTAINERS LTDA,0.8,12991.8625,0.17318533043279977,1.0,0.0,2,0
1813531,CONSTRUTORA SANCHES TRIPOLONI LTDA,0.2,10468.05,0.22926906157307234,1.0,0.0,1,0
1813530,ADAILTON SAWARIS,1.04,12877.711538461537,0.13194532592837058,3.0,0.0,3,0
1159292,EMPRESA DE ONIBUS PASSARO MARRON S/,9.16,11247.994541484717,0.0712980081941827,2.275,0.021505376344086023,12,0
1159139,COMPANHIA ENERGETICA MIRANDA,0.19,14651.263157894735,0.3111353790224662,3.0,0.0,3,0
1159001,EDER JOFRE DIAS PEREIRA - ELETRICA,0.4,10545.15,0.15568294429192564,1.0,0.0,1,0
1158483,TRANSPORTES RODOVIARIOS EJM LTDA,1.6400000000000001,12574.44512195122,0.09006216149769494,2.1666666666666665,0.0,4,0
1158247,SUPER LAMINACAO DE FERRO E ACO INDU,9.06,8645.413907284767,0.12311775756774924,2.0,0.08333333333333333,6,0
1157682,CENTRAL ENERGETICA TUPACIGUARA LTDA,4.0,10081.8,0.12658850602075028,1.0,0.0,1,0
1157330,CARIBUS TRANSPORTES E SERVICOS LTDA,5.26,13690.19771863118,0.12299258274216905,5.25,0.0,15,0
1157160,TRANSPORTADORA NOSSA SENHORA DAS GR,0.62,11798.612903225805,0.1738982439160426,1.0,0.0,1,0
1156850,REGINAVES INDUSTRIA E COMERCIO DE A,2.0,11487.720000000001,0.16344844755965499,1.0,0.0,1,0
1156846,RODOCON CONSTRUCOES RODOVIARIAS LTD,0.4,8792.75,0.17015723181029827,1.0,0.0,1,0
1156591,BORETS DO BRASIL SERVICOS,4.8,9932.366666666667,0.19892980357148848,1.0,0.0,1,0
1156588,ZIRAN NORDESTE TRANSPORTE RODOVIARI,0.2,11949.449999999999,0.20921046575365396,1.0,0.0,1,0
1156438,PADOVA TRANSPORTES LTDA,0.24,11161.916666666668,0.17806081691465772,1.0,0.0,1,0
1159615,MANOEL ALBUQUERQUE DA COSTA,16.79,11930.144133412747,0.17864432377640896,2.3076923076923075,0.0,8,0
1159535,SERTEMIL ENGENHARIA COMERCIO E LOCA,7.69,12834.266579973992,0.2038543597373376,2.55,0.0,11,0
1159502,TUCANO SERVICOS DE APOIO A OLEO E G,12.02,12622.219633943427,0.20827004751149297,3.4444444444444446,0.0,13,0
1159400,OXITENO S A INDUSTRIA E COMERCIO,10.76,10823.805762081784,0.16160217543338445,1.5454545454545454,0.125,10,0
1159294,TOP FERTILIZANTES LTDA,0.19,10492.157894736842,0.11376918099232008,1.0,0.0,1,0
1814286,AMBIPAR ENVIRONMENTAL SOLUTIONS - S,0.4,14364.725,0.06947226626336389,2.5,0.0,4,0
1814116,COLOMBO BIOENERGIA S.A. UTE 4,22.0,8929.800000000001,0.01707765011534413,1.0,0.0,1,0
1813959,CONDOMINIO EDIFICIO WELLINGTON,0.2,9918.65,0.20968075292504523,1.0,0.0,1,0
1813953,VIACAO AGUIA BRANCA S A,24.060000000000002,11498.903158769741,0.1726673413970128,1.1111111111111112,0.0,2,0
1813939,ENEVA S.A.,0.18,12030.72222222222,0.23143064284493867,1.0,0.0,1,0
1813932,TRANSLOCAVE LTDA,1.0,13093.49,0.19713460658693752,5.0,0.0,5,0
1813624,VERDE VALE TRANSPORTES URBANOS E RO,1.54,10672.448051948051,0.11467201928500198,4.0,0.0,6,0
1813612,"ARMAC LOCACAO, LOGISTICA E SERVICOS",0.72,15122.847222222224,0.3626925779151302,9.0,0.0,9,0
1813610,VIACAO PARAIBA DO SUL LTDA,0.7000000000000001,13253.257142857143,0.1689363692806512,1.6666666666666667,0.0,4,0
1813592,VERDE VALE TRANSPORTES URBANOS E RO,2.7,10858.314814814814,0.09427968667124868,2.8333333333333335,0.0,6,0
1813580,AF MINERACAO LTDA,4.23,13428.652482269501,0.1257075305616585,2.272727272727273,0.0,12,0
1161034,GERALMAQ LOCADORA DE MAQUINAS E FER,4.2,10884.37619047619,0.20238861382348397,1.1666666666666667,0.0,2,0
1160955,METALURGICA REIS INOX LTDA,0.4,12027.975,0.3430128512904292,1.0,0.0,1,0
1160835,TCS TRANSPORTADORA DE CARGAS LTDA,1.3800000000000001,13164.884057971014,0.15598644615616641,2.5,0.0,5,0
1160834,TRANSWILLY TRANSPORTES LTDA,2.8,11706.957142857142,0.16406575089049613,1.5,0.0,3,0
1160832,INDUSTRIAS ALIMENTICIAS MARATA LTDA,0.04,13389.499999999998,0.11873109526121216,1.0,0.0,2,0
1160790,NOVUM LOG LTDA,2.85,9760.905263157894,0.1005716323406874,2.3333333333333335,0.0,20,0
1160762,PATRAO PARTICIPACOES LTDA,4.48,12399.854910714284,0.20305267108720132,3.0,0.0,12,0
1160761,SULIMAR COMERCIO ATACADISTA DE PROD,1.7200000000000002,12005.610465116279,0.1990716549675176,1.5,0.0,3,0
1160686,MULTIMIX COMERCIO DE CONCRETO DE TE,19.8,9546.524242424242,0.1742234917801275,1.0,0.0,2,0
1160683,TRANSLUTE TRANSPORTES RODOVIARIOS L,1.59,13814.849056603773,0.15217241861254935,1.3333333333333333,0.1111111111111111,3,0
1160632,GLOBALVAC INDUSTRIA E COMERCIO DE M,11.4,10399.895614035087,0.19047171610443794,2.090909090909091,0.0,5,0
1160398,META SERVICOS E PROJETOS LTDA,10.98,11633.64936247723,0.11117254788277864,2.142857142857143,0.0,8,0
1160266,YAKULT S/A. INDUSTRIA E COMERCIO,0.92,12889.57608695652,0.18793413282219115,1.4,0.0,4,0
1160236,FRANCISCO RUBERVAL RODRIGUES,2.68,12225.817164179105,0.1547001558666377,3.5,0.0,6,0
1160233,MARIA MEIRIANE SANTOS NASCIMENTO,0.12,11210.5,0.16718701217608492,1.0,0.0,1,0
1159721,CRISTOVAO BRUNORO,8.709999999999999,13120.561423650977,0.11378806229501569,2.875,0.0,6,0
1164396,FARO CAPITAL COMERCIAL AGRICOLA LTD,8.96,12353.839285714284,0.15261730014527006,4.888888888888889,0.03773584905660377,16,0
1164355,MANDACARI E MANDACARI TRANSPORTES L,5.88,12533.17857142857,0.12254968411056964,2.8,0.0,8,0
1164266,CONCRETO BRITAKI LTDA,7.29,12991.659807956104,0.16205996883090557,2.2222222222222223,0.0,16,0
1164077,RICARDO BRUNORO,3.17,12885.656151419558,0.1587885485364721,3.3846153846153846,0.0,11,0
1163954,A.G.C CONSTRUCOES & EMPREENDIMENTOS,0.2,10298.25,0.08397057752530769,1.0,0.0,1,0
1163713,JOSE DE ARIMATEA LIMA EXTRACAO DE A,0.48,10565.9375,0.12338785207969794,2.0,0.0,2,0
1163392,AGUAS NEGRAS SA INDUSTRIA DE PAPEL,1.54,11588.603896103896,0.16154753466375665,1.3333333333333333,0.0,4,0
1163059,TOLIMAN TRANSPORTES LTDA,0.4,15836.300000000001,0.3463340553033221,1.0,0.0,1,0
1162775,NAG - ENGENHARIA LTDA,1.1600000000000001,14254.387931034482,0.21543336020547818,1.0,0.0,2,0
1162385,TRANSPORTADORA NICHELE LTDA,6.0,8966.25,0.10606161996375298,1.0,0.0,1,0
1162204,ABR SERVICOS FLORESTAIS LTDA,0.8,9415.9375,0.1423490757027646,2.0,0.0,2,0
1161804,ZIRAN NORDESTE TRANSPORTE RODOVIARI,11.4,12132.534210526317,0.26042981864985465,2.3,0.0,16,0
1161768,VALE DO PUIU LTDA,4.72,13940.451271186443,0.19195479318584663,1.6153846153846154,0.0,8,0
1161760,CALLEGARO E IRMAOS LTDA,0.8600000000000001,12540.45348837209,0.11259282749130953,1.3333333333333333,0.0,2,0
1161735,OLIVEIRA FLORESTAL LTDA,0.7000000000000001,15159.585714285711,0.25912411854451356,2.0,0.1875,5,0
1161035,D & I INDUSTRIA E COMERCIO LTDA,6.0,11730.31,0.21604359418747954,1.0,0.045454545454545456,2,0
1166509,MANFIL COMERCIO INDUSTRIA DE FERRO,3.04,9537.677631578947,0.10312251892942602,2.0,0.0,4,0
1166185,GUJAO ALIMENTOS S/A,12.14,12879.62191103789,0.2269528361757629,1.878787878787879,0.03076923076923077,9,0
1166164,TRANSCOTTA AGENCIA DE VIAGENS LTDA,6.720000000000001,13186.145833333332,0.17036944664821146,2.0454545454545454,0.01818181818181818,13,0
1166059,B C L A TRANSPORTES LTDA,2.39,12487.933054393305,0.15646635949147228,1.5,0.0,3,0
1165504,CHR TRANSPORTES RODOVIARIOS DE CARG,5.680000000000001,11719.040492957743,0.20450542822224876,2.9166666666666665,0.0,15,0
1165428,ELFER INDUSTRIA SERVICO E COMERCIO,0.8,11101.4875,0.3211923176961645,1.0,0.0,2,0
1165337,TOP BIRRA DISTRIBUIDORA DE BEBIDAS,1.2000000000000002,11477.149999999998,0.13661492617940865,1.0,0.0,2,0
1165321,ALTIVO PEDRAS LTDA,0.36,14025.722222222223,0.17919061407018058,1.0,0.0,2,0
1165238,E M T CONSTRUTORA LTDA,6.71,14625.026825633384,0.1456913016731318,3.4,0.0,8,0
1165168,CITRICULTURA MARATA LTDA,9.5,14105.764210526317,0.15300754988106394,2.65,0.01818181818181818,13,0
1165051,MINERACAO SAO VICENTE LTDA,2.83,11890.452296819789,0.14597869003191086,2.142857142857143,0.0,11,0
1164838,A & L ENGENHARIA E SERVICOS LTDA,1.2,11847.575,0.1598639384008964,1.0,0.0,1,0
1164676,VIX LOGISTICA S/A,9.2,12840.263043478262,0.12201412642061207,1.5833333333333333,0.0,7,0
1164630,RIALMA FERTILIZANTES INDUSTRIA E CO,0.1,11497.9,0.18651231964097792,3.0,0.0,3,0
1164624,UNIMAR TRANSPORTES LTDA,5.430000000000001,14783.484346224677,0.10797998662585992,2.4516129032258065,0.012658227848101266,13,0
1164604,EIQ ELEPHANT INDUSTRIA QUIMICA LTDA,11.13,12642.434860736746,0.19419978494822343,4.266666666666667,0.0,13,0
1691779,VDA LOGISTICA CANAA LTDA,7.79,13145.332477535301,0.13424592493867804,2.5,0.0,7,0
1691407,RM INDUSTRIA DE PAPEIS E EMBALAGENS,6.3,10418.177777777779,0.118981444520353,3.6,0.05263157894736842,11,0
1691328,LATICINIOS PORTO ALEGRE INDUSTRIA E,0.24000000000000002,10664.999999999998,0.2077121425222691,1.0,0.0,2,0
1691323,1 BATALHAO DE INFANTARIA DE SELVA (,0.6,11034.816666666668,0.07838825293880429,1.0,0.0,1,0
1691306,COMPANHIA ENERGETICA CHAPECO - CEC,8.26,10519.388619854722,0.18814445595962256,1.5,0.0,6,0
1690447,PAVIDEZ ENGENHARIA LTDA,1.35,13986.644444444444,0.14259052418788928,2.5,0.0,9,0
1690438,PAUMA E BR TERRENOS EMPREENDIMENTOS,3.3200000000000003,12287.689759036142,0.17197028174686538,2.25,0.0,4,0
1690436,WTC LOCACAO DE EQUIPAMENTOS DE TRAN,9.76,13844.20286885246,0.12758277085558833,2.6538461538461537,0.0,15,0
1690140,CEREALISTA DAL PIZZOL LTDA,3.0700000000000003,12875.90228013029,0.20834237732177524,1.5,0.0,10,0
1690137,BRASQUIMICA PRODUTOS ASFALTICOS LTD,1.6,11993.6125,0.1917296602670797,1.0,0.0,1,0
1690027,PASSAGEM INDUSTRIA E COMERCIO DE GE,0.2,12345.85,0.26102698477626085,1.0,0.0,1,0
1690018,DIMAS JOSE DOS SANTOS JUNIOR,0.56,9593.92857142857,0.08617056918438,1.0,0.0,1,0
1167025,COLIM TRANSPORTES LTDA,0.99,9999.0,0.20027356270980634,1.3333333333333333,0.0,2,0
1166530,JOCATER TERRAPLENAGEM E LOCACOES LT,0.68,13710.897058823528,0.26229673477836973,1.25,0.0,3,0
1166525,DIOGO BRAMBILA LTDA,2.0,10291.05,0.17878642121066365,1.0,0.0,1,0
1166515,DISTRIBUIDORA DE BEBIDAS VALES DO R,4.08,14804.218137254902,0.10238536612097672,2.1666666666666665,0.0,7,0
1170317,COOPERATIVA DOS TRANSPORTADORES AUT,3.2600000000000002,13480.398773006134,0.10566079811405336,1.3846153846153846,0.0,10,0
1170306,CONSTRUTORA CARNEIRO AZEVEDO LTDA,0.8,12745.074999999999,0.158867248721565,1.5,0.0,3,0
1170059,ATUAL TRANSPORTES RODOVIARIOS E LOG,5.96,15041.832214765102,0.13025185244015236,1.9166666666666667,0.0,12,0
1169689,RCS TECNOLOGIA LTDA,0.8,11268.4375,0.3001114839568485,1.0,0.0,1,0
1169555,VIACAO VALE DO AMAZONAS LTDA,7.38,12418.68292682927,0.10703549202683081,1.7142857142857142,0.0,7,0
1169542,RODRIGO WESLEY MATOS DE SOUSA,2.06,10816.373786407767,0.11844547079602886,1.6666666666666667,0.0,6,0
1169315,FLAPA - ENGENHARIA E MINERACAO LTDA,0.6000000000000001,13472.499999999998,0.12961093585699265,1.0,0.0,1,0
1168917,LACXE INDUSTRIA E COMERCIO DE PRODU,0.14,10152.214285714284,0.1896630573203594,2.5,0.0,5,0
1168879,ELITECAR COMERCIO DE PECAS E SERVIC,9.86,11433.43813387424,0.14583039499280162,4.125,0.0,14,0
1168862,CONSTRUTORA SANCHES TRIPOLONI LTDA,3.12,13085.301282051281,0.1661288576387579,1.6666666666666667,0.0,4,0
1168748,SUPER ATACADO MERCANTIL VITORIA LTD,4.12,12509.308252427183,0.15932950899669857,5.166666666666667,0.0,16,0
