Código Cliente,nome_cliente,transacoes,meses_ativos,produtos,volume_total,segmento_b2b,receita_liquida_total,lucro_reposicao_total,volume_medio,volume_std,ultima_compra,preco_liquido_ponderado,margem_pct_ponderada,frequencia_mensal,cv_volume,registros_totais,devolucoes,ajustes,inconsistencias,taxa_devolucao,taxa_ajuste,taxa_inconsistencia,recencia_dias,concentracao_familia,intensidade_desconto,frequencia_mensal_corrigida,cnpj_14,cnae_codigo,cnae_descricao,cnae_divisao,cnae_divisao_nome,estado_cliente,frete_por_m3
1595228,PLUMATEX COLCHOES INDUSTRIAL LIMITA,18,14,3,3.8000000000000003,OUTRAS INDÚSTRIAS,50638.59,5460.49,0.21111111111111114,0.047140452079103196,2026-07-01,13325.944736842104,0.10783258380614469,1.2857142857142858,0.22329687826943617,18,0,0,0,0.0,0.0,0.0,61,0.47368421052631576,0.24872796548678439,1.375,01002047000742,3104700,Fabricação de colchões,31,Fabricação de móveis,Maranhão,1222.136842105263
1595239,A S CONSTRUCOES E LOCACOES LTDA,1,1,1,0.2,CONSTRUÇÃO E CIMENTO,2582.04,500.0,0.2,,2023-02-01,12910.199999999999,0.1936453346965965,1.0,,3,0,1,0,0.0,0.3333333333333333,0.0,82,1.0,0.2789360982756678,1.0,10729699000189,7119701,"Serviços de cartografia, topografia e geodésia",71,"Arquitetura, engenharia e testes técnicos",Ceará,0.0
1595439,COMBIO ENERGIA S.A.,17,9,6,1.53,OUTRAS INDÚSTRIAS,19951.71,3321.05,0.09,0.03391164991562634,2025-11-01,13040.333333333332,0.16645440415884155,1.8888888888888888,0.376796110173626,19,1,1,0,0.05263157894736842,0.05263157894736842,0.0,306,0.35294117647058826,0.3201580132759063,1.3333333333333333,10376555001320,3530100,"Produção e distribuição de vapor, água quente e ar condicionado",35,"Eletricidade, gás e outras utilidades",São Paulo,558.0784313725491
1595671,VOLUMAX LOGISTICA E TRANSPORTES LTD,18,13,5,5.300000000000001,TRANSPORTE DE CARGAS,64268.45,10290.4,0.2944444444444445,0.17513766760574118,2026-08-01,12126.122641509432,0.1601158889003858,1.3846153846153846,0.5948071730006302,18,0,0,0,0.0,0.0,0.0,33,0.981132075471698,0.23533390839827853,1.0,15203247000182,4930202,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional",49,Transporte terrestre,São Paulo,554.6716981132074
1595998,COMANDO DIESEL TRANSPORTE E LOGISTI,8,6,4,2.8000000000000003,TRANSPORTE DE CARGAS,24200.94,1749.98,0.35000000000000003,0.14142135623730953,2024-05-01,8643.192857142856,0.07231041438886258,1.3333333333333333,0.4040610178208843,8,0,0,0,0.0,0.0,0.0,859,0.7857142857142857,0.3022966274722031,1.0,08588911002307,4930202,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional",49,Transporte terrestre,Minas Gerais,560.7464285714285
1596071,LUXOR USINA DE ASFALTO LTDA,14,11,3,4.58,CONSTRUÇÃO E CIMENTO,53990.86,10457.91,0.3271428571428571,0.21730618496024917,2026-07-01,11788.397379912663,0.19369778514363356,1.2727272727272727,0.6642547138522901,14,0,0,0,0.0,0.0,0.0,0,0.8733624454148472,0.23747345933187464,1.2727272727272727,06312445000193,2399199,Fabricação de outros produtos de minerais não-metálicos não especificados anteriormente,23,Produtos de minerais não-metálicos,Minas Gerais,433.414847161572
1596240,TUPY MINAS GERAIS LTDA.,2,2,1,0.24000000000000002,METALURGIA E SIDERUR,2510.88,458.18,0.12000000000000001,0.11313708498984762,2025-03-01,10462.0,0.18247785636908176,1.0,0.9428090415820635,2,0,0,0,0.0,0.0,0.0,548,1.0,0.4570144865685089,1.0,36448137000150,2451200,Fundição de ferro e aço,24,Metalurgia,Minas Gerais,442.79166666666663
1596815,RESIDENCIAL JARDIM EUROPA TUCURUI L,2,1,2,0.79,CONSTRUÇÃO E CIMENTO,10425.04,1189.5,0.395,0.28991378028648446,2025-06-01,13196.253164556963,0.11410028162961484,2.0,0.7339589374341379,2,0,0,0,0.0,0.0,0.0,441,0.7594936708860759,0.16999664369903852,1.0,19867404000105,4299599,Outras obras de engenharia civil não especificadas anteriormente,42,Obras de infraestrutura,Pará,1285.4430379746834
1596816,VPAR TRANSPORTES E SERVICOS SPE LTD,2,2,1,0.4,TRANSPORTE DE PASSAG,7475.67,1872.1399999999999,0.2,0.0,2025-11-01,18689.175,0.2504310650416618,1.0,0.0,2,0,0,0,0.0,0.0,0.0,309,1.0,0.014336315148625298,1.0,35835010000121,4921302,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, intermunicipal em região metropolitana",49,Transporte terrestre,Mato Grosso,637.5
1596833,INOVA AMBIENTAL ASSESSORIA E COMERC,324,42,36,87.12,TRANSPORTE DE CARGAS,1032607.35,141781.12,0.2688888888888889,0.35472659859717587,2026-08-01,11852.701446280991,0.1373040004024763,7.714285714285714,1.3192311518076787,329,2,0,0,0.0060790273556231,0.0,0.0,7,0.26400367309458217,0.22696594479439172,2.484848484848485,07125452000149,4930202,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional",49,Transporte terrestre,Rio de Janeiro,216.68560606060606
1596838,CHAMONIX MIX LTDA,86,37,11,23.53,CONSTRUÇÃO E CIMENTO,306122.45,64194.23,0.2736046511627907,0.14419686535466777,2026-08-01,13009.878878028048,0.2097011506343295,2.324324324324324,0.5270263672121304,86,0,0,0,0.0,0.0,0.0,15,0.3569910752231194,0.18251069977851428,1.9583333333333333,04702287000152,7732201,"Aluguel de máquinas e equipamentos para construção sem operador, exceto andaimes",77,Aluguel de máquinas e equipamentos,Minas Gerais,335.92392690182743
1597003,MAN ENERGY SOLUTIONS BRASIL EQUIPAM,5,5,1,15.6,OUTRAS INDÚSTRIAS,148653.66,21940.58,3.12,3.1131977129633124,2025-05-01,9529.08076923077,0.14759528961479995,1.0,0.9978197797959334,8,1,1,0,0.125,0.125,0.0,615,1.0,0.18134684434669437,1.0,33060278000103,3314701,Manutenção e reparação de máquinas motrizes não-elétricas,33,"Manutenção, reparação e instalação de máquinas",Rio de Janeiro,226.15897435897435
1598014,D.C.B TRANSPORTES E MATERIAL DE CON,2,1,2,0.16,TRANSPORTE DE CARGAS,1807.7,341.48,0.08,0.0,2025-12-01,11298.125,0.18890302594457045,2.0,0.0,2,0,0,0,0.0,0.0,0.0,259,0.5,0.2335548657263693,1.0,21478597000154,4930202,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional",49,Transporte terrestre,Espírito Santo,520.9375
1598332,CONSORCIO MINA FABRICA,7,2,5,2.98,TRANSPORTE DE CARGAS,36794.14,3286.0299999999997,0.4257142857142857,0.392337318424556,2023-02-01,12347.026845637583,0.08930851488851213,3.5,0.9215977278429167,7,0,0,0,0.0,0.0,0.0,1316,0.6711409395973155,0.3605596912324406,3.5,11545190000149,4319300,Serviços de preparação do terreno não especificados anteriormente,43,Serviços especializados para construção,Minas Gerais,555.0738255033557
1599989,FLIP SERVICOS E EVENTOS LTDA,9,2,7,11.0,SERVIÇOS,128058.48999999999,20969.84,1.2222222222222223,1.5147423690002353,2023-08-01,11641.680909090908,0.16375204798994586,4.5,1.239334665545647,9,0,0,0,0.0,0.0,0.0,1135,0.6363636363636364,0.418947964286626,4.5,07210160000104,8299799,Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente,82,Serviços de escritório e apoio administrativo,Goiás,0.0
1600083,EXPLOFORT - EXPLOSIVOS FORTALEZA LT,4,1,4,1.43,CONSTRUÇÃO E CIMENTO,18117.15,3469.91,0.3575,0.43714032834624933,2023-02-01,12669.335664335666,0.19152626102891457,4.0,1.2227701492202778,11,4,0,0,0.36363636363636365,0.0,0.0,3,0.6993006993006994,0.4420879033508063,1.1666666666666667,21753749000180,7732201,"Aluguel de máquinas e equipamentos para construção sem operador, exceto andaimes",77,Aluguel de máquinas e equipamentos,Ceará,302.4825174825175
1600099,FRANCISCO LEANDRO COUTO DA SILVA,9,6,3,4.8,PESSOA FÍSICA,54772.31,7418.530000000001,0.5333333333333333,0.5074445782546111,2024-01-01,11410.897916666667,0.1354430733339529,1.5,0.9514585842273958,9,0,0,0,0.0,0.0,0.0,965,0.8750000000000001,0.293216430484749,1.0,00000529563347,,,,,Ceará,488.34583333333336
1600334,TERRA AUTO VIACAO TRANSPORTES LTDA,8,6,3,2.2,TRANSPORTE DE PASSAG,28905.57,8330.78,0.275,0.14880476182856897,2024-01-01,13138.895454545453,0.2882067366255016,1.3333333333333333,0.5411082248311598,8,0,0,0,0.0,0.0,0.0,973,0.7272727272727273,0.16053391209983722,1.0,00413338000256,4921301,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, municipal",49,Transporte terrestre,São Paulo,0.0
1600532,ARMAZENS GERAIS DEZ DE ABRIL LTDA,1,1,1,0.2,OUTROS,3408.8,520.0,0.2,,2026-07-01,17044.0,0.15254635062191974,1.0,,2,0,0,0,0.0,0.0,0.0,58,1.0,0.16081084448431385,1.0,04182353000100,5211701,Armazéns gerais - emissão de warrant,52,Armazenamento e atividades auxiliares dos transportes,Rio de Janeiro,228.09999999999997
1600691,ALPHA DRUCK IND.C. PROD.GRAFICOS EI,1,1,1,0.4,QUÍMICA,4167.24,1242.7,0.4,,2024-04-01,10418.099999999999,0.29820696672137914,1.0,,1,0,0,0,0.0,0.0,0.0,882,1.0,0.09728214285714286,1.0,25037487000108,2099101,"Fabricação de chapas, filmes, papéis e outros materiais e produtos químicos para fotografia",20,Fabricação de produtos químicos,São Paulo,620.3499999999999
1600696,R E D MINERACAO E CONSTRUCAO LTDA,10,2,8,2.0,CONSTRUÇÃO E CIMENTO,26489.7,2248.0,0.2,0.12355835328567094,2025-03-01,13244.85,0.08486317323336995,5.0,0.6177917664283546,10,0,0,0,0.0,0.0,0.0,308,0.2,0.20710682303230216,2.1666666666666665,22192546000477,4930202,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional",49,Transporte terrestre,Bahia,0.0
1600830,IMPACTO LOCADORA DE MAQUINAS LTDA,38,17,12,14.13,SERVIÇOS,158860.35,19006.1,0.3718421052631579,0.4417401416826713,2026-06-01,11242.770700636942,0.11964030042738794,2.235294117647059,1.1879777341784508,42,0,4,0,0.0,0.09523809523809523,0.0,111,0.8775654635527247,0.23306479079832712,1.0833333333333333,07707198000197,7732201,"Aluguel de máquinas e equipamentos para construção sem operador, exceto andaimes",77,Aluguel de máquinas e equipamentos,Goiás,257.7211606510969
1600846,PEROLA TRANSPORTES E SERVICOS S/A,175,41,19,34.77,TRANSPORTE DE CARGAS,380023.88,52673.61,0.1986857142857143,0.20707594412153707,2026-08-01,10929.648547598503,0.1386060528617307,4.2682926829268295,1.042228651747742,178,1,2,0,0.0056179775280898875,0.011235955056179775,0.0,5,0.30543572044866263,0.235268963071057,1.2580645161290323,32007908000202,4930203,Transporte rodoviário de produtos perigosos,49,Transporte terrestre,Rio de Janeiro,214.94708081679607
1601046,ALVOAR LACTEOS NORDESTE S/A,2,1,2,0.28,OUTROS,3424.4700000000003,700.0,0.14,0.0,2025-10-01,12230.25,0.20441119355695916,2.0,0.0,2,0,0,0,0.0,0.0,0.0,338,0.5,0.19092142520056632,1.0,10483444004680,1052000,Fabricação de laticínios,10,Fabricação de produtos alimentícios,Bahia,1271.357142857143
1602101,FAZENDAO INDUSTRIA E COMERCIO DE PR,18,9,10,6.34,OUTRAS INDÚSTRIAS,73059.95,12335.06,0.3522222222222222,0.28821061652396535,2024-12-01,11523.651419558359,0.16883477199204217,2.0,0.8182635800364947,18,0,0,0,0.0,0.0,0.0,615,0.4416403785488959,0.2483470277120534,1.1666666666666667,06697576000306,1066000,Fabricação de alimentos para animais,10,Fabricação de produtos alimentícios,Tocantins,369.41324921135646
1602104,IPE QUIMICA INDUSTRIA E COMERCIO E,6,4,4,0.71,QUÍMICA,8773.06,1411.4,0.11833333333333333,0.06462713568360172,2025-12-01,12356.422535211268,0.16087887236608436,1.5,0.5461448085938173,6,0,0,0,0.0,0.0,0.0,281,0.5633802816901409,0.20671663598740195,1.0,29959937000170,2099199,Fabricação de outros produtos químicos não especificados anteriormente,20,Fabricação de produtos químicos,Ceará,392.112676056338
1602107,COMBIO ENERGIA S.A.,25,14,14,1.7,OUTRAS INDÚSTRIAS,26781.95,4591.14,0.068,0.05787918451395113,2026-06-01,15754.088235294119,0.1714266511587095,1.7857142857142858,0.8511644781463401,25,0,0,0,0.0,0.0,0.0,78,0.27058823529411763,0.2981455867547013,1.0,10376555000943,3530100,"Produção e distribuição de vapor, água quente e ar condicionado",35,"Eletricidade, gás e outras utilidades",São Paulo,327.11764705882354
1602282,COMBIO ENERGIA S.A.,8,5,4,3.31,OUTRAS INDÚSTRIAS,59990.479999999996,7712.6900000000005,0.41375,0.3848909864215729,2024-04-01,18124.012084592145,0.1285652323501996,1.6,0.930250118239451,8,0,0,0,0.0,0.0,0.0,904,0.6042296072507553,0.2796168007479311,1.0,10376555001915,4623199,Comércio atacadista de matérias-primas agrícolas não especificadas anteriormente,46,Comércio por atacado,Mato Grosso,995.2507552870092
1602285,PEROLA TRANSPORTES E SERVICOS S/A,10,3,8,1.3900000000000001,TRANSPORTE DE CARGAS,13874.539999999999,988.32,0.139,0.15307587080340987,2023-12-01,9981.683453237409,0.07123263185662372,3.3333333333333335,1.1012652575784883,13,1,0,0,0.07692307692307693,0.0,0.0,1013,0.5755395683453237,0.4569695651463537,3.3333333333333335,32007908000113,4930203,Transporte rodoviário de produtos perigosos,49,Transporte terrestre,Rio de Janeiro,160.19424460431654
1602286,PEDRAMAR TRANSPORTES DE CARGAS E LO,13,3,8,0.83,TRANSPORTE DE CARGAS,10683.24,1113.44,0.06384615384615384,0.03990373030567057,2023-06-01,12871.373493975903,0.10422306341521861,4.333333333333333,0.6249981855105029,13,0,0,0,0.0,0.0,0.0,1196,0.3373493975903615,0.4545050379170636,4.333333333333333,11161185000132,4930202,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional",49,Transporte terrestre,Ceará,331.7710843373494
1602381,M DA V C M NETO SERVICOS DE LOCACAO,10,3,8,5.65,TRANSPORTE DE PASSAG,62486.28,8873.04,0.5650000000000001,0.6927120613934769,2026-05-01,11059.518584070796,0.14199981179868607,3.3333333333333335,1.2260390467141182,10,0,0,0,0.0,0.0,0.0,119,0.5805309734513273,0.2897511267051742,1.0,41163192000134,4923002,Serviço de transporte de passageiros - locação de automóveis com motorista,49,Transporte terrestre,Pará,0.0
1602849,MEGAIPE EMPREENDIMENTOS AGRICOLAS S,3,3,2,0.79,AGRONEGOCIO,9267.29,692.1,0.26333333333333336,0.11846237095944577,2026-08-01,11730.746835443038,0.07468202678452923,1.0,0.4498571049092877,3,0,0,0,0.0,0.0,0.0,9,0.759493670886076,0.2511732045377403,1.0,02262991000106,0113000,Cultivo de cana-de-açúcar,01,Agricultura e pecuária,Pernambuco,466.05063291139237
1602922,PAVIDEZ ENGENHARIA LTDA,20,5,12,5.01,CONSTRUÇÃO E CIMENTO,59570.81,7090.75,0.2505,0.13884770149529418,2024-04-01,11890.38123752495,0.11903061247614394,4.0,0.5542822414981804,20,0,0,0,0.0,0.0,0.0,891,0.3992015968063872,0.36929238532528746,4.0,01744153000106,4211101,Construção de rodovias e ferrovias,42,Obras de infraestrutura,Minas Gerais,534.5429141716567
1602924,CONSTRUTORA SANCHES TRIPOLONI LTDA,36,12,16,19.21,CONSTRUÇÃO E CIMENTO,296966.11,45253.82,0.5336111111111111,0.40535101386877576,2025-04-01,15458.933368037478,0.15238715286400864,3.0,0.759637506469335,38,2,0,0,0.05263157894736842,0.0,0.0,526,0.45809474232170744,0.29723892414653336,3.0,53503652002744,4211101,Construção de rodovias e ferrovias,42,Obras de infraestrutura,Pará,603.9401353461739
1602934,EXPRESSO PLANALTO TRANSPORTE E LOGI,5,4,3,0.8200000000000001,TRANSPORTE DE PASSAG,10615.89,950.2,0.164,0.08049844718999244,2026-05-01,12946.20731707317,0.08950733287552905,1.25,0.4908441901828807,5,0,0,0,0.0,0.0,0.0,125,0.4878048780487805,0.2467136592248138,1.3333333333333333,08352952001077,4921301,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, municipal",49,Transporte terrestre,Bahia,915.3658536585366
1602938,CAMPO AGROPECUARIA LTDA,7,4,5,1.31,SERVIÇOS,13647.31,1984.2,0.18714285714285714,0.03401680257083045,2026-01-01,10417.79389312977,0.14539128956548947,1.75,0.18176917404260548,7,0,0,0,0.0,0.0,0.0,237,0.3053435114503817,0.22700351518583464,1.0,34708029000578,0151201,Criação de bovinos para corte,01,Agricultura e pecuária,Espírito Santo,551.5038167938932
1602939,VIACAO ITAPETINGA LTDA.,10,6,8,1.6400000000000001,TRANSPORTE DE PASSAG,21583.87,3443.73,0.164,0.08934328302800508,2026-05-01,13160.896341463413,0.15955109069874865,1.6666666666666667,0.5447761160244212,11,0,0,0,0.0,0.0,0.0,110,0.42682926829268286,0.25292409001973815,1.4,16238339000241,4921301,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, municipal",49,Transporte terrestre,Minas Gerais,563.4024390243902
1603179,RODOCON CONSTRUCOES RODOVIARIAS LTD,13,7,9,2.75,SERVIÇOS,40308.29,11652.51,0.21153846153846154,0.09343858534229439,2026-08-01,14657.56,0.28908470193104197,1.8571428571428572,0.4417096761635735,13,0,0,0,0.0,0.0,0.0,39,0.31272727272727274,0.1390377902762643,1.8571428571428572,30090575000880,4211101,Construção de rodovias e ferrovias,42,Obras de infraestrutura,Bahia,887.9054545454545
1603183,EMPRESA DE ONIBUS NOSSA SENHORA DA,3,2,3,0.62,TRANSPORTE DE PASSAG,7381.370000000001,615.6800000000001,0.20666666666666667,0.1900876990584434,2023-04-01,11905.43548387097,0.08340999028635605,1.5,0.919779188992468,3,0,0,0,0.0,0.0,0.0,1257,0.6451612903225807,0.4712198332953187,1.5,76539600006710,4922102,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, interestadual",49,Transporte terrestre,São Paulo,523.3387096774194
1603184,TOTAL FRIO REFRIGERACAO E AR CONDIC,8,5,2,1.12,COMÉRCIO,14821.63,4960.21,0.14,0.13223355960464153,2026-02-01,13233.598214285712,0.3346602229309462,1.6,0.9445254257474395,8,0,0,0,0.0,0.0,0.0,198,1.0,0.07613935713425023,1.2,10444161000390,4753900,Comércio varejista especializado de eletrodomésticos e equipamentos de áudio e vídeo,47,Comércio varejista,Brasília,313.94642857142856
1603185,COMERCIAL FERRONORTE LTDA,1,1,1,0.2,COMÉRCIO,2756.91,360.0,0.2,,2023-05-01,13784.55,0.13058097652806946,1.0,,1,0,0,0,0.0,0.0,0.0,1227,1.0,0.2800863748880813,1.0,10320422000793,4672900,Comércio atacadista de ferragens e ferramentas,46,Comércio por atacado,Maranhão,1113.05
1603187,MS BRASIL COMERCIO E SERVICOS - LTD,3,2,2,1.0,SERVIÇOS,15006.890000000001,1931.56,0.3333333333333333,0.11547005383792514,2023-04-01,15006.890000000001,0.12871154516358818,1.5,0.3464101615137754,3,0,0,0,0.0,0.0,0.0,1257,0.8,0.2754999277138823,1.5,14335163000130,7732201,"Aluguel de máquinas e equipamentos para construção sem operador, exceto andaimes",77,Aluguel de máquinas e equipamentos,Mato Grosso do Sul,269.36
1603360,CONTEK ENGENHARIA S/A,2,1,2,0.99,CONSTRUÇÃO E CIMENTO,11904.019999999999,998.5600000000001,0.495,0.431335136523794,2023-01-01,12024.262626262625,0.08388426766756106,2.0,0.8713841141894829,2,0,0,0,0.0,0.0,0.0,1347,0.8080808080808082,0.3939213126745199,2.0,27183425000130,4212000,Construção de obras de arte especiais,42,Obras de infraestrutura,Espírito Santo,616.1010101010102
1603471,FERTZ FERTILIZANTES S/A,2,1,2,0.18,QUÍMICA,2011.46,322.77,0.09,0.042426406871192854,2023-03-01,11174.77777777778,0.16046553249878195,2.0,0.47140452079103173,2,0,0,0,0.0,0.0,0.0,1288,0.6666666666666666,0.3914702531715572,2.0,40648726000150,2013402,"Fabricação de adubos e fertilizantes, exceto organo-minerais",20,Fabricação de produtos químicos,Pará,350.94444444444446
1603820,YARA BRASIL FERTILIZANTES S/A,2,2,2,0.12,QUÍMICA,1825.78,446.08,0.06,0.0282842712474619,2025-02-01,15214.833333333334,0.24432297429044025,1.0,0.47140452079103173,2,0,0,0,0.0,0.0,0.0,573,0.6666666666666667,0.12642347666598736,1.0,92660604015457,2013402,"Fabricação de adubos e fertilizantes, exceto organo-minerais",20,Fabricação de produtos químicos,Minas Gerais,615.5
1603821,TRANSPORTADORA GAUCHINHO LTDA,14,8,6,1.1400000000000001,TRANSPORTE DE CARGAS,13570.79,2197.65,0.08142857142857143,0.04801556524185158,2026-07-01,11904.201754385964,0.1619397249533741,1.75,0.5896648363034404,14,0,0,0,0.0,0.0,0.0,43,0.7894736842105262,0.20040734139057254,1.0,23105614000133,4930203,Transporte rodoviário de produtos perigosos,49,Transporte terrestre,Ceará,378.59649122807014
1604099,RIMA INDL.S/A,10,7,7,3.5,AGRONEGOCIO,39243.66,5937.139999999999,0.35,0.6526867548832288,2026-05-01,11212.474285714286,0.15128915090998135,1.4285714285714286,1.8648192996663682,11,0,0,0,0.0,0.0,0.0,112,0.8571428571428571,0.25201959648825173,1.75,18279158003123,0210108,Produção de carvão vegetal - florestas plantadas,02,Produção florestal,Minas Gerais,0.0
1604192,R&D MINERACAO E CONSTRUCAO LTDA,67,18,17,16.66,CONSTRUÇÃO E CIMENTO,219131.21,20487.03,0.24865671641791046,0.16496000913341738,2026-07-01,13153.133853541416,0.09349206806278303,3.7222222222222223,0.6634045985557602,67,0,0,0,0.0,0.0,0.0,70,0.31692677070828335,0.2591230887769497,3.7222222222222223,22192546000124,4313400,Obras de terraplenagem,43,Serviços especializados para construção,Bahia,1152.142857142857
1604229,TRANSPORTE COLETIVO DE ROLANDIA LTD,2,2,2,1.0,TRANSPORTE DE PASSAG,10497.8,641.0699999999999,0.5,0.14142135623730948,2023-09-01,10497.8,0.061067080721675014,1.0,0.28284271247461895,2,0,0,0,0.0,0.0,0.0,1104,0.6,0.44542954819830094,1.0,84814029000288,4921302,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, intermunicipal em região metropolitana",49,Transporte terrestre,Paraná,785.3
1604231,LION MINING MINERADORA LTDA,32,10,9,14.26,MINERAÇÃO,150841.79,9662.369999999999,0.445625,0.37420830407502936,2026-01-01,10577.965638148667,0.0640563202014508,3.2,0.8397381297616368,32,0,0,0,0.0,0.0,0.0,16,0.5189340813464236,0.43108068986159725,1.7272727272727273,32900127000153,0710301,Extração de minério de ferro,07,Extração de minerais metálicos,Piauí,883.4691444600281
1604479,COOCANORPI - COOPERATIVA DOS CAMINH,1,1,1,0.3,TRANSPORTE DE CARGAS,3287.42,376.35,0.3,,2024-12-01,10958.066666666668,0.11448187332315311,1.0,,1,0,0,0,0.0,0.0,0.0,629,1.0,0.2197,1.0,34314216000143,4930201,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, municipal.",49,Transporte terrestre,Paraná,548.3000000000001
1604494,CONSORCIO PRICE LIST,17,12,5,7.1,SERVIÇOS,72203.21,8912.369999999999,0.41764705882352937,0.24298995379862687,2025-04-01,10169.4661971831,0.12343453982170596,1.4166666666666667,0.5818069316305151,20,0,0,0,0.0,0.0,0.0,526,0.8028169014084507,0.3914776795168364,1.4166666666666667,30278846000159,7719599,"Locação de outros meios de transporte não especificados anteriormente, sem condutor",77,Aluguel de máquinas e equipamentos,Minas Gerais,533.8478873239437
1604518,CONSORCIO MINA FABRICA,92,35,20,99.91,TRANSPORTE DE CARGAS,1033081.52,128901.67,1.0859782608695652,0.9594573326357928,2026-02-01,10340.121309178261,0.12477395781893379,2.6285714285714286,0.8834958923280246,97,1,1,0,0.010309278350515464,0.010309278350515464,0.0,220,0.6361725552997698,0.2727486437189141,2.6285714285714286,11545190000149,4319300,Serviços de preparação do terreno não especificados anteriormente,43,Serviços especializados para construção,Minas Gerais,725.8941046942249
1605180,TOTAL FRIO REFRIGERACAO E AR CONDIC,7,4,2,0.68,COMÉRCIO,9197.8,3092.95,0.09714285714285716,0.026903708365381973,2026-02-01,13526.176470588232,0.3362706299332449,1.75,0.2769499390554026,7,0,0,0,0.0,0.0,0.0,198,1.0,0.11747853784709385,1.3333333333333333,10444161000632,4649401,Comércio atacadista de equipamentos elétricos de uso pessoal e doméstico,46,Comércio por atacado,Minas Gerais,564.8382352941177
1605248,CONSORCIO RECIFE DE TRANSPORTE,118,34,14,28.060000000000002,TRANSPORTE DE PASSAG,469189.03,34904.47,0.23779661016949155,0.21125645933874426,2026-08-01,16720.920527441198,0.07439319286727569,3.4705882352941178,0.8883913828215189,118,0,0,0,0.0,0.0,0.0,6,0.3278688524590164,0.46126346758297126,1.4814814814814814,36106678000109,4922101,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, intermunicipal, exceto em região metropolitana",49,Transporte terrestre,Pernambuco,559.8203848895224
1605448,OESTE TRUCK MECANICA PESADA DIESEL,48,23,7,6.96,COMÉRCIO,85923.76,13293.25,0.145,0.08580036204853435,2026-08-01,12345.367816091954,0.15470982647872952,2.0869565217391304,0.5917266348174783,48,0,0,0,0.0,0.0,0.0,12,0.6839080459770115,0.23560921092552387,1.0555555555555556,10403741000177,4520001,Serviços de manutenção e reparação mecânica de veículos automotores,45,Comércio e reparação de veículos automotores,Santa Catarina,570.875
1605727,JOSE AUGUSTO VIEIRA,39,15,13,10.38,AGRONEGOCIO,146717.87,20943.64,0.2661538461538462,0.44966429223199617,2026-02-01,14134.669556840076,0.14274771028232622,2.6,1.6894901153225288,44,0,3,0,0.0,0.06818181818181818,0.0,220,0.37379576107899803,0.2514470729000439,2.6,00004507290520,,,,,Maranhão,1303.7996146435453
1605755,SILVA NETTO E HAUENSTEIN LTDA,40,12,13,4.890000000000001,CONSTRUÇÃO E CIMENTO,64320.9,10174.91,0.12225000000000001,0.08081277824827661,2026-08-01,13153.558282208587,0.1581897952298553,3.3333333333333335,0.6610452208447983,40,0,0,0,0.0,0.0,0.0,15,0.4703476482617587,0.17145513648790173,1.5454545454545454,34766054000184,4313400,Obras de terraplenagem,43,Serviços especializados para construção,Maranhão,0.0
1605952,VILASA CONSTRUTORA S/A.,3,1,3,1.11,CONSTRUÇÃO E CIMENTO,13009.8,945.9,0.37000000000000005,0.24637369989509839,2023-02-01,11720.540540540538,0.07270672877369368,3.0,0.6658748645813469,3,0,0,0,0.0,0.0,0.0,1316,0.5405405405405405,0.3529092037644901,3.0,17551250000112,4211101,Construção de rodovias e ferrovias,42,Obras de infraestrutura,Minas Gerais,483.76576576576576
1605958,VIX LOGISTICA S/A,36,22,6,7.44,TRANSPORTE DE PASSAG,94196.75,10202.36,0.20666666666666667,0.18211456362881656,2026-07-01,12660.853494623656,0.10830904463264392,1.6363636363636365,0.8811995014297576,47,3,0,0,0.06382978723404255,0.0,0.0,8,0.5376344086021505,0.3126711564658035,1.5625,32681371007002,4930202,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional",49,Transporte terrestre,Minas Gerais,590.0241935483871
1605967,BRAVO SERVICOS LOGISTICOS LTDA,1,1,1,0.2,TRANSPORTE DE CARGAS,2161.26,139.99,0.2,,2024-10-01,10806.300000000001,0.06477240128443593,1.0,,1,0,0,0,0.0,0.0,0.0,708,1.0,0.23318141623018845,1.0,00950001001330,4930203,Transporte rodoviário de produtos perigosos,49,Transporte terrestre,Goiás,264.34999999999997
