cnpj_14,cnpj_basico,cnpj_ordem,cnpj_dv
15261806000100,15261806,0001,00
15743303000171,15743303,0001,71
10471487000225,10471487,0002,25
11161185000132,11161185,0001,32
01909512000138,01909512,0001,38
06051717000149,06051717,0001,49
07054332000106,07054332,0001,06
08976495000109,08976495,0001,09
14608193000172,14608193,0001,72
08997588000101,08997588,0001,01
09496357000187,09496357,0001,87
01819550000108,01819550,0001,08
03875890000173,03875890,0001,73
05938517000140,05938517,0001,40
01270517000163,01270517,0001,63
14233397000176,14233397,0001,76
07112014000146,07112014,0001,46
21421240000644,21421240,0006,44
22712188000133,22712188,0001,33
44384832000124,44384832,0001,24
44384832001520,44384832,0015,20
16843306000140,16843306,0001,40
08815353000151,08815353,0001,51
06135590000227,06135590,0002,27
04009865000170,04009865,0001,70
15458442000153,15458442,0001,53
06348562000107,06348562,0001,07
33805805000161,33805805,0001,61
34122432000197,34122432,0001,97
01145106000146,01145106,0001,46
05505281000158,05505281,0001,58
11727497000160,11727497,0001,60
33899204000165,33899204,0001,65
33899204001722,33899204,0017,22
27183425000563,27183425,0005,63
01287588000411,01287588,0004,11
16041592004702,16041592,0047,02
13406285000107,13406285,0001,07
13406285001006,13406285,0010,06
61442810000192,61442810,0001,92
10913161000391,10913161,0003,91
26164539000170,26164539,0001,70
06537334000347,06537334,0003,47
06537334000770,06537334,0007,70
06537334000690,06537334,0006,90
09622478000128,09622478,0001,28
11460795000137,11460795,0001,37
33890542000136,33890542,0001,36
10398739000238,10398739,0002,38
14602189000105,14602189,0001,05
14602189001500,14602189,0015,00
33979865000109,33979865,0001,09
16084121000107,16084121,0001,07
05907604000130,05907604,0001,30
05769698000128,05769698,0001,28
13817774000151,13817774,0001,51
71445555000276,71445555,0002,76
71445555000608,71445555,0006,08
02737847000189,02737847,0001,89
00117842000128,00117842,0001,28
04898425000200,04898425,0002,00
61079232000252,61079232,0002,52
15102098000165,15102098,0001,65
07267068000180,07267068,0001,80
07617476000115,07617476,0001,15
11895432000477,11895432,0004,77
22369569000323,22369569,0003,23
34149823000448,34149823,0004,48
13956651000100,13956651,0001,00
08331340000298,08331340,0002,98
09600534000123,09600534,0001,23
08374919000238,08374919,0002,38
15692726000100,15692726,0001,00
00187299000135,00187299,0001,35
13786785000111,13786785,0001,11
21188004000115,21188004,0001,15
03990321000179,03990321,0001,79
21120716000526,21120716,0005,26
21120716000364,21120716,0003,64
21120716000283,21120716,0002,83
21120716000445,21120716,0004,45
73734048000105,73734048,0001,05
01203383000168,01203383,0001,68
01203383000320,01203383,0003,20
01203383000672,01203383,0006,72
01203383000753,01203383,0007,53
01203383000834,01203383,0008,34
01203383001130,01203383,0011,30
00935396000835,00935396,0008,35
05950799000796,05950799,0007,96
14807945000124,14807945,0001,24
07851544000106,07851544,0001,06
00917738000118,00917738,0001,18
01476325000108,01476325,0001,08
22849328000543,22849328,0005,43
14075158000135,14075158,0001,35
34732379000146,34732379,0001,46
02634915000508,02634915,0005,08
00006215602515,00006215,6025,15
02078557000170,02078557,0001,70
14414973000181,14414973,0001,81
15122187000173,15122187,0001,73
01944031000163,01944031,0001,63
02510563000155,02510563,0001,55
15120066000516,15120066,0005,16
04383583000138,04383583,0001,38
07498296000838,07498296,0008,38
13012745000112,13012745,0001,12
16311011000122,16311011,0001,22
27515154001225,27515154,0012,25
27515154002035,27515154,0020,35
02370080000100,02370080,0001,00
01543722000155,01543722,0001,55
17776751000105,17776751,0001,05
16294266000124,16294266,0001,24
13529482000113,13529482,0001,13
03169677000146,03169677,0001,46
07243002000231,07243002,0002,31
17364487000194,17364487,0001,94
04562559000832,04562559,0008,32
57593253000567,57593253,0005,67
22768840000131,22768840,0001,31
12393289000135,12393289,0001,35
84447804000123,84447804,0001,23
00000915017253,00000915,0172,53
17799666000154,17799666,0001,54
34589564000123,34589564,0001,23
04193033000156,04193033,0001,56
06199077000119,06199077,0001,19
84656164000161,84656164,0001,61
23031289000101,23031289,0001,01
04413977000191,04413977,0001,91
05338882000202,05338882,0002,02
34485243000189,34485243,0001,89
09122002000128,09122002,0001,28
14919741000185,14919741,0001,85
04285694000101,04285694,0001,01
00043405614015,00043405,6140,15
07689042000120,07689042,0001,20
05036194000107,05036194,0001,07
04082624000407,04082624,0004,07
09029666000490,09029666,0004,90
09391823000240,09391823,0002,40
40573092000113,40573092,0001,13
25290339000362,25290339,0003,62
01135910000144,01135910,0001,44
13188854000276,13188854,0002,76
03067571000131,03067571,0001,31
03496757000297,03496757,0002,97
83318022000121,83318022,0001,21
04787941000178,04787941,0001,78
05389812000194,05389812,0001,94
02600407000185,02600407,0001,85
22257109000907,22257109,0009,07
05856869000156,05856869,0001,56
05571228000589,05571228,0005,89
05571228001127,05571228,0011,27
08086512000124,08086512,0001,24
01570147000180,01570147,0001,80
00003591443140,00003591,4431,40
83386797000134,83386797,0001,34
19464215000191,19464215,0001,91
05603888000170,05603888,0001,70
01259730000174,01259730,0001,74
05778126000105,05778126,0001,05
44392102000175,44392102,0001,75
04051523000118,04051523,0001,18
08489409000125,08489409,0001,25
44935685000133,44935685,0001,33
30182639000104,30182639,0001,04
16990253000190,16990253,0001,90
24946352000879,24946352,0008,79
24946352001255,24946352,0012,55
00047112115604,00047112,1156,04
07933914000154,07933914,0001,54
17684344000160,17684344,0001,60
48991366000104,48991366,0001,04
25019563000152,25019563,0001,52
10637095000102,10637095,0001,02
06697576000306,06697576,0003,06
24946352000364,24946352,0003,64
01945637000113,01945637,0001,13
15606735000130,15606735,0001,30
25021692000185,25021692,0001,85
07686322000185,07686322,0001,85
01292944000142,01292944,0001,42
23505902000185,23505902,0001,85
05584693000120,05584693,0001,20
14783775000195,14783775,0001,95
06862627000138,06862627,0001,38
04532951000162,04532951,0001,62
00122241000103,00122241,0001,03
03611978000188,03611978,0001,88
03059743000125,03059743,0001,25
00019409532000,00019409,5320,00
41515404000103,41515404,0001,03
07255490000116,07255490,0001,16
06718969000189,06718969,0001,89
04578286000148,04578286,0001,48
03119889000119,03119889,0001,19
05699871000169,05699871,0001,69
06062714000100,06062714,0001,00
00083544445115,00083544,4451,15
10981488000139,10981488,0001,39
10981488000562,10981488,0005,62
12059549000130,12059549,0001,30
05220364000109,05220364,0001,09
07103898000172,07103898,0001,72
63517098000179,63517098,0001,79
12187423000141,12187423,0001,41
12710740000109,12710740,0001,09
10904554000177,10904554,0001,77
30889735000189,30889735,0001,89
07139350000182,07139350,0001,82
07098999000100,07098999,0001,00
05534774000116,05534774,0001,16
23621048000112,23621048,0001,12
05876672000189,05876672,0001,89
63341770000118,63341770,0001,18
34963066000107,34963066,0001,07
28142800001995,28142800,0019,95
29099782000140,29099782,0001,40
10339976000147,10339976,0001,47
07068224000265,07068224,0002,65
10376555001249,10376555,0012,49
10376555000609,10376555,0006,09
10376555001320,10376555,0013,20
10376555000943,10376555,0009,43
10376555001753,10376555,0017,53
10376555000862,10376555,0008,62
10376555000358,10376555,0003,58
04784802000190,04784802,0001,90
06249791000174,06249791,0001,74
53503652003473,53503652,0034,73
53503652003392,53503652,0033,92
53503652003635,53503652,0036,35
53503652000296,53503652,0002,96
04680660000111,04680660,0001,11
07073042000100,07073042,0001,00
52492006000127,52492006,0001,27
07069487000370,07069487,0003,70
34040367000150,34040367,0001,50
07683539000131,07683539,0001,31
06110605000111,06110605,0001,11
00004507290520,00004507,2905,20
10929764000381,10929764,0003,81
69434090000125,69434090,0001,25
05530905000197,05530905,0001,97
83336180001267,83336180,0012,67
27426196000480,27426196,0004,80
31382646000104,31382646,0001,04
06997310000109,06997310,0001,09
04585921000114,04585921,0001,14
06289532000177,06289532,0001,77
10544341000181,10544341,0001,81
06077708000127,06077708,0001,27
19068101000122,19068101,0001,22
33794896000187,33794896,0001,87
06291900000111,06291900,0001,11
07609993000142,07609993,0001,42
10617301000112,10617301,0001,12
24607476000153,24607476,0001,53
04102265000151,04102265,0001,51
08581205000209,08581205,0002,09
09478309000166,09478309,0001,66
04330304000330,04330304,0003,30
04330304000178,04330304,0001,78
04503660001460,04503660,0014,60
04503660000146,04503660,0001,46
04503660000499,04503660,0004,99
04503660001380,04503660,0013,80
04503660003242,04503660,0032,42
04503660000308,04503660,0003,08
62703699000103,62703699,0001,03
03476269000218,03476269,0002,18
16503522000146,16503522,0001,46
04943405000114,04943405,0001,14
43058783000177,43058783,0001,77
56998438000670,56998438,0006,70
09321104000172,09321104,0001,72
02939124000162,02939124,0001,62
03491328000146,03491328,0001,46
43472117000180,43472117,0001,80
03838222000176,03838222,0001,76
43204213000148,43204213,0001,48
04938407000115,04938407,0001,15
53852984000103,53852984,0001,03
68405778000114,68405778,0001,14
45750411000132,45750411,0001,32
96428784000122,96428784,0001,22
59105262000597,59105262,0005,97
58681867000130,58681867,0001,30
10672263000109,10672263,0001,09
08193857000187,08193857,0001,87
41796234000174,41796234,0001,74
60620812000595,60620812,0005,95
06767974000181,06767974,0001,81
52556578000122,52556578,0001,22
49068737000135,49068737,0001,35
49068737000216,49068737,0002,16
20294467000107,20294467,0001,07
05849495001032,05849495,0010,32
05849495001202,05849495,0012,02
05849495001709,05849495,0017,09
05849495001890,05849495,0018,90
17692901000437,17692901,0004,37
45817467000167,45817467,0001,67
04690015000180,04690015,0001,80
04690015000775,04690015,0007,75
61352050000122,61352050,0001,22
12260690000105,12260690,0001,05
02949991000189,02949991,0001,89
00625283000167,00625283,0001,67
48584510000341,48584510,0003,41
60101300000199,60101300,0001,99
03708458000198,03708458,0001,98
01221461000157,01221461,0001,57
07272424000154,07272424,0001,54
43123272000272,43123272,0002,72
59708503000169,59708503,0001,69
59708503000673,59708503,0006,73
07433529000148,07433529,0001,48
21559841000103,21559841,0001,03
13085979000190,13085979,0001,90
47084728000102,47084728,0001,02
28124704000195,28124704,0001,95
28124704000276,28124704,0002,76
43171438000145,43171438,0001,45
20649744000149,20649744,0001,49
49656192000269,49656192,0002,69
56182090000133,56182090,0001,33
62674247000140,62674247,0001,40
04945406000106,04945406,0001,06
03193191000577,03193191,0005,77
18843495000186,18843495,0001,86
61881017000190,61881017,0001,90
66098914000145,66098914,0001,45
23612315000195,23612315,0001,95
47886049000157,47886049,0001,57
51254159000173,51254159,0001,73
44021095000103,44021095,0001,03
06303383000153,06303383,0001,53
61077079000143,61077079,0001,43
46486650000190,46486650,0001,90
01382443000157,01382443,0001,57
61584124000156,61584124,0001,56
44335701000157,44335701,0001,57
44335701000408,44335701,0004,08
58435827000108,58435827,0001,08
13515092000194,13515092,0001,94
55890016000109,55890016,0001,09
05824747000188,05824747,0001,88
47123542000115,47123542,0001,15
07471254000137,07471254,0001,37
00583122000158,00583122,0001,58
01008123000131,01008123,0001,31
36476306000166,36476306,0001,66
87689402000557,87689402,0005,57
62859657000166,62859657,0001,66
47497367001440,47497367,0014,40
61139432000172,61139432,0001,72
06268099000193,06268099,0001,93
08405256000190,08405256,0001,90
61487799000187,61487799,0001,87
61487799000349,61487799,0003,49
25224614000188,25224614,0001,88
27116724000151,27116724,0001,51
14012270000127,14012270,0001,27
61074829001103,61074829,0011,03
02549843000177,02549843,0001,77
18938887000129,18938887,0001,29
11031202000117,11031202,0001,17
11031202000389,11031202,0003,89
01751967000763,01751967,0007,63
01751967001140,01751967,0011,40
58673450000125,58673450,0001,25
43207151000128,43207151,0001,28
32184522000349,32184522,0003,49
32184522000268,32184522,0002,68
01832301000144,01832301,0001,44
01832301000225,01832301,0002,25
71896880000336,71896880,0003,36
32238981000104,32238981,0001,04
54380399000102,54380399,0001,02
31974104000120,31974104,0001,20
31974104000392,31974104,0003,92
31974104000473,31974104,0004,73
31974104000201,31974104,0002,01
31974104000716,31974104,0007,16
31974104000635,31974104,0006,35
31974104000554,31974104,0005,54
61274809000104,61274809,0001,04
64571292000103,64571292,0001,03
48748230000160,48748230,0001,60
48748230000321,48748230,0003,21
48748230000402,48748230,0004,02
69067031000166,69067031,0001,66
69067031000247,69067031,0002,47
61554028000165,61554028,0001,65
20152466000110,20152466,0001,10
51979557000157,51979557,0001,57
57582793000111,57582793,0001,11
51718724000106,51718724,0001,06
21403127000121,21403127,0001,21
36740390000183,36740390,0001,83
05797607000168,05797607,0001,68
56209307000151,56209307,0001,51
61241451000105,61241451,0001,05
02133004000173,02133004,0001,73
03101127000195,03101127,0001,95
01290096000132,01290096,0001,32
50984681000490,50984681,0004,90
50925890000110,50925890,0001,10
06373063000170,06373063,0001,70
12141133000590,12141133,0005,90
00194214000146,00194214,0001,46
43937721000135,43937721,0001,35
60917721000192,60917721,0001,92
65860215000128,65860215,0001,28
74451378000148,74451378,0001,48
59358770000153,59358770,0001,53
60103611000197,60103611,0001,97
54764337000366,54764337,0003,66
00766315000306,00766315,0003,06
54132006000141,54132006,0001,41
61916854000107,61916854,0001,07
01320716000210,01320716,0002,10
00873594000145,00873594,0001,45
00873594000498,00873594,0004,98
69004083000193,69004083,0001,93
01274689000105,01274689,0001,05
01962300000114,01962300,0001,14
17051740000150,17051740,0001,50
40181203000227,40181203,0002,27
24312884000188,24312884,0001,88
24312884000773,24312884,0007,73
24312884000692,24312884,0006,92
33185329000204,33185329,0002,04
34051080000207,34051080,0002,07
50564053000537,50564053,0005,37
50564053000880,50564053,0008,80
04887625000178,04887625,0001,78
13520755000240,13520755,0002,40
13520755000320,13520755,0003,20
07794384000100,07794384,0001,00
02390435000115,02390435,0001,15
61106159000180,61106159,0001,80
54834007000138,54834007,0001,38
00168581000175,00168581,0001,75
50155134000907,50155134,0009,07
50155134001040,50155134,0010,40
45050663001473,45050663,0014,73
45050663000906,45050663,0009,06
12014047000193,12014047,0001,93
58130089000786,58130089,0007,86
58180316000192,58180316,0001,92
02762121000953,02762121,0009,53
05700665000121,05700665,0001,21
60419785000244,60419785,0002,44
04548536000105,04548536,0001,05
13431516000132,13431516,0001,32
06306858000165,06306858,0001,65
45557022000195,45557022,0001,95
09621639000169,09621639,0001,69
00305721000100,00305721,0001,00
52406329000401,52406329,0004,01
52406329000584,52406329,0005,84
52406329000746,52406329,0007,46
57547333000152,57547333,0001,52
59126045000150,59126045,0001,50
02785261000190,02785261,0001,90
96654934000116,96654934,0001,16
26799702000170,26799702,0001,70
08024048000141,08024048,0001,41
84814029000105,84814029,0001,05
54423934000165,54423934,0001,65
12921223000170,12921223,0001,70
10895989000100,10895989,0001,00
13708347000135,13708347,0001,35
06210424000167,06210424,0001,67
08952522000103,08952522,0001,03
08481450000155,08481450,0001,55
52234556000308,52234556,0003,08
01946591000157,01946591,0001,57
08803023000146,08803023,0001,46
71983779000150,71983779,0001,50
46473243000148,46473243,0001,48
06948119000177,06948119,0001,77
