cnpj_14,cnpj_basico,cnpj_ordem,cnpj_dv,identificador_matriz_filial,situacao_cadastral,uf,municipio,cnae_fiscal_principal,cnae_principal_descricao,cnae_fiscal_secundaria
18467419000202,18467419,0002,02,2,02,CE,1441,0119907,Cultivo de melão,"0111301,0111302,0111303,0111399,0113000,0115600,0119905,0119906,0119908,0121102,0131800,0132600,0133401,0133402,0133403,0133405,0133406,0133407,0133408,0133409,0133410,0133411,0133499,0134200,0135100,0139306,0142300,0151201,0151202,0153901,0153902,0159801,0161001,0161002,0161003,0161099,0162899,0163600,1031700,1033301,1051100,1052000,4611700,4623101,4623199,4661300,4683400,4930202,6450600,6462000,6463800,6810202,7820500"
21895424000131,21895424,0001,31,1,02,ES,5699,7711000,Locação de automóveis sem condutor,"4530703,7719599"
22084765000190,22084765,0001,90,1,02,RJ,5915,2330305,Preparação de massa de concreto e argamassa para construção,"4744005,7719599"
21718267000946,21718267,0009,46,2,02,MG,5027,0155501,Criação de frangos para corte,"1066000,0151201"
05099585000677,05099585,0006,77,2,02,SP,6281,1921700,Fabricação de produtos do refino de petróleo,"4684299,4930203,7120100"
23065793000122,23065793,0001,22,1,02,SC,8233,4789099,Comércio varejista de outros produtos não especificados anteriormente,"3313901,4321500,4322301,4330401,4742300,4744003,4744005,7732201,8129000,9609299"
23186195000101,23186195,0001,01,1,02,CE,1585,3103900,"Fabricação de móveis de outros materiais, exceto madeira e metal","2229399,2229301,4693100"
04702118000899,04702118,0008,99,2,02,MG,4917,4399199,Serviços especializados para construção não especificados anteriormente,"2330301,2330305,7739099"
55154371000624,55154371,0006,24,2,02,MS,9165,4930202,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional","4520001,4520003,4520005,4520006,4520007"
09493979000151,09493979,0001,51,1,02,RJ,0786,0810099,Extração e britamento de pedras e outros materiais para construção e beneficiamento associado,"0810008,0990403,4687701,4687702,4744004,4744099,7732201,7739001"
08588911002307,08588911,0023,07,2,02,MG,5401,4930202,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional","4930201,5212500"
13111527000216,13111527,0002,16,2,02,GO,9753,4930201,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, municipal.","4930202,4921301,4922102,4924800,5229002,4930203"
19537752004969,19537752,0049,69,2,02,SP,6969,7732201,"Aluguel de máquinas e equipamentos para construção sem operador, exceto andaimes","7732202,7739099,4663000,4662100,4669999,4399199,4399102,4399104,3314713,3314708,3313901,8211300,8599699,7112000,6462000,4614100,4618499,4619200"
23096269000380,23096269,0003,80,2,02,MS,9165,3511501,Geração de energia elétrica,"3511502,3514000,3512300,3513100"
22330577000285,22330577,0002,85,1,08,CE,1545,2391503,"Aparelhamento de placas e execução de trabalhos em mármore, granito, ardósia e outras pedras","0810002,0990403,2391502,2399199,4679602,4744006,5212500"
21659864000432,21659864,0004,32,2,02,SP,7071,4912402,Transporte ferroviário de passageiros municipal e em região metropolitana,4921302
24264867000112,24264867,0001,12,1,02,RJ,6001,3821100,Tratamento e disposição de resíduos não-perigosos,
24312884000188,24312884,0001,88,1,02,PE,2457,3811400,Coleta de resíduos não-perigosos,"0230600,1066000,1069400,1629301,3314710,3514000,3701100,3702900,3812200,3821100,3822000,3831999,3832700,3839401,3839499,3900500,4222701,4291000,4311802,4313400,4319300,4330499,4399199,4611700,4623109,4642702,4646002,4647801,4649408,4649499,4651601,4663000,4669901,4669999,4672900,4683400,4686902,4687701,4687702,4689302,4930201,4930202,4930203,5212500,5240199,7112000,7119701,7120100,7490199,7739003,7739099,7820500,8111700,8121400,8129000"
24607476000153,24607476,0001,53,1,02,MA,0803,7732201,"Aluguel de máquinas e equipamentos para construção sem operador, exceto andaimes","0161003,4930201,4930202,8129000"
24618789000107,24618789,0001,07,1,02,RJ,5833,4520001,Serviços de manutenção e reparação mecânica de veículos automotores,"4530703,4530705,4520004,4520007,4520002,4520003,5229002"
05849495001202,05849495,0012,02,2,02,SP,7133,4921301,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, municipal","4929902,4929901,4929904,4929999,4921302,4922101,4922102,4922103,5011402,5099801,5099899,5091201,5091202"
03585304001047,03585304,0010,47,2,02,GO,9227,4299599,Outras obras de engenharia civil não especificadas anteriormente,
52548435023039,52548435,0230,39,2,02,PR,7745,4930202,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional","4520001,4921301,4921302,4929901,4929902,4930203,5212500,5229099"
00080671002668,00080671,0026,68,2,02,MT,9907,1041400,"Fabricação de óleos vegetais em bruto, exceto óleo de milho","0141501,1042200,1064300,1065101,1065102,1065103,1066000,1069400,1099699,1931400,1932200,2012600,2013401,2013402,2051700,2093200,3511501,3513100,3821100,4622200,4623106,4623108,4623109,4623199,4632001,4632002,4632003,4637103,4637199,4639701,4639702,4681801,4683400,4684299,4691500,4693100"
14695804000167,14695804,0001,67,1,02,CE,1321,4634603,Comércio atacadista de pescados e frutos do mar,"0151201,0151202,0152102,0153901,0154700,0321302,4623101,4722902,4930201,4930202,7711000,7719599,7732201"
08845896000111,08845896,0001,11,1,02,MG,4633,4929902,"Transporte rodoviário coletivo de passageiros, sob regime de fretamento, intermunicipal, interestadual e internacional","3839499,4313400,4399104,4520001,4921301,4922101,4924800,4929901,4930201,7711000,7719599,7739099,7810800"
10256296000160,10256296,0001,60,1,02,SP,7107,4299599,Outras obras de engenharia civil não especificadas anteriormente,"4110700,2330305"
21483359000480,21483359,0004,80,2,02,MG,4941,1013901,Fabricação de produtos de carne,1013902
10738611000195,10738611,0001,95,1,02,RJ,5867,4313400,Obras de terraplenagem,"4120400,4211101,4213800,4222701,4299599,4391600,4399101,4399103,4930202,7112000,7732201"
14284188000151,14284188,0001,51,1,02,MG,4051,4930201,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, municipal.","3811400,4313400,4930202"
11179185000160,11179185,0001,60,1,02,PE,2563,4691500,"Comércio atacadista de mercadorias em geral, com predominância de produtos alimentícios","4634601,4634602,4634603,4635403,4639702,4646002,4649408,4930202"
09525963000183,09525963,0001,83,1,02,DF,9701,4613300,"Representantes comerciais e agentes do comércio de madeira, material de construção e ferragens","4399199,7732201"
34230979013437,34230979,0134,37,2,02,PR,7513,4299599,Outras obras de engenharia civil não especificadas anteriormente,
22553497000108,22553497,0001,08,1,02,CE,1563,1610204,Serrarias sem desdobramento de madeira em bruto  -Resserragem,"0210106,0210107,0220901,0230600,1610203,1629301,3811400,4671100,4930202,6810202,7739099"
21559841000103,21559841,0001,03,1,02,SP,7107,4921301,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, municipal","5229002,4923002,4929902,4924800,4930202,4921302,4929901,5229099,5222200,4329104,8299702"
18842271000150,18842271,0001,50,1,02,SE,3157,4930202,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional","4930201,5250803,7732201"
10823545000151,10823545,0001,51,1,02,CE,1265,4313400,Obras de terraplenagem,"4211101,4212000,4291000,4299599,4923002,4930202,7711000,7732201"
15148375000170,15148375,0001,70,1,02,CE,1373,7732201,"Aluguel de máquinas e equipamentos para construção sem operador, exceto andaimes","4313400,4319300"
08803711000106,08803711,0001,06,1,02,PE,2531,4923002,Serviço de transporte de passageiros - locação de automóveis com motorista,"4929904,4930202,5229002,7711000,7739099,7911200"
06537334000347,06537334,0003,47,2,02,BA,3751,0810099,Extração e britamento de pedras e outros materiais para construção e beneficiamento associado,"0990403,3319800,4930202"
01170800000202,01170800,0002,02,2,02,MT,8985,4681802,Comércio atacadista de combustíveis realizado por transportador retalhista (T.R.R.),"4732600,4930202,4930203"
15385199000190,15385199,0001,90,1,02,MG,5403,4930201,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, municipal.","4930202,4930203,5211799,5212500"
08585824000182,08585824,0001,82,1,02,GO,9227,4921301,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, municipal","4120400,4520001,4924800,4929901,4929902,7711000"
14019956000140,14019956,0001,40,1,02,MG,5403,4930202,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional","4759899,4930203,7729202"
76667682000748,76667682,0007,48,2,02,RS,5757,4930202,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional","4930203,5212500"
18467419000113,18467419,0001,13,1,02,CE,1453,0119907,Cultivo de melão,"0111301,0111302,0111303,0111399,0113000,0115600,0119905,0119906,0119908,0121102,0131800,0132600,0133401,0133402,0133403,0133405,0133406,0133407,0133408,0133409,0133410,0133411,0133499,0134200,0135100,0139306,0142300,0151201,0151202,0153901,0153902,0159801,0161001,0161002,0161003,0161099,0162899,0163600,1031700,1033301,1051100,1052000,4611700,4623101,4623199,4661300,4683400,4930202,6450600,6462000,6463800,6810202,7820500"
11357110000121,11357110,0001,21,1,02,SP,6589,8230001,"Serviços de organização de feiras, congressos, exposições e festas","4329104,4744001,4759899,4789099,7420004,7490101,7490105,7490199,7721700,7729202,7739003,7739099,7830200,7911200,8219999,9001906,9319101"
12082943000190,12082943,0001,90,1,02,MG,4633,2930101,"Fabricação de cabines, carrocerias e reboques para caminhões","2211100,2513600,2539001,2539002,2651500,2812700,3311200,3314702,3314715,3321000,3839499,4313400,4399104,4511101,4511102,4512902,4520001,4520002,4520005,4530703,4530705,4530706,4669999,4672900,4789099,4929902,4930201,6810202,7112000,7711000,8121400"
14608193000172,14608193,0001,72,1,02,CE,1373,0810099,Extração e britamento de pedras e outros materiais para construção e beneficiamento associado,"0899199,0990403,4930201,4930202,5229099,5250804,7739099,8299799"
23468561000115,23468561,0001,15,1,02,PR,7427,4789005,Comércio varejista de produtos saneantes domissanitários,"4732600,8121400"
16896097000100,16896097,0001,00,1,02,TO,0074,0810004,Extração de calcário e dolomita e beneficiamento associado,"4683400,7490104,0810099"
61099826000659,61099826,0006,59,2,02,CE,1455,4211101,Construção de rodovias e ferrovias,"4120400,4212000,4313400,4391600"
07847836000507,07847836,0005,07,2,02,SP,6639,1610204,Serrarias sem desdobramento de madeira em bruto  -Resserragem,"0230600,4744002,4930201,4930202,6462000"
26628201000121,26628201,0001,21,1,02,GO,9221,4742300,Comércio varejista de material elétrico,"3313901,4321500"
26771075000160,26771075,0001,60,1,02,CE,1593,7711000,Locação de automóveis sem condutor,"3811400,4213800,4311802,4313400,4319300,4930201,7719599,7731400,7732201"
26865909000104,26865909,0001,04,1,02,PR,7481,4930202,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional","4686902,4744002,5212500,7820500"
27504914000146,27504914,0001,46,1,02,PE,2377,2320600,Fabricação de cimento,"0810004,0810007,0990403,2330305,4674500,4930202"
08992198000220,08992198,0002,20,2,02,MG,4069,4921301,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, municipal","4921302,4922103,4923002,4924800,4929901,4929902,4929903,4930202,7711000"
28022024000160,28022024,0001,60,1,02,SP,6363,4930201,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, municipal.","4930202,4930203,5250803,0230600,7731400,7711000"
28081287000140,28081287,0001,40,1,02,CE,1395,0810006,"Extração de areia, cascalho ou pedregulho e beneficiamento associado","0810004,0810099,2330305,2511000,3811400,4120400,4211101,4211102,4213800,4292801,4299599,4311802,4313400,4319300,4321500,4322301,4329104,4330401,4330402,4330403,4330404,4330405,4330499,4391600,4399102,4399103,4399104,4399105,4712100,4741500,4742300,4744001,4744002,4744003,4744004,4744099,4751201,4759899,4761003,4763601,4923002,4924800,4930201,4930202,7420004,7732201,7732202,7739003,8020001,8211300,8230001,8230002,9001905"
54360623006305,54360623,0063,05,2,02,SP,7099,4922101,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, intermunicipal, exceto em região metropolitana","4921301,4921302,4929901,4929902"
19368927003394,19368927,0033,94,2,02,MS,9141,4930202,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional","4930201,4930203,5211799,5212500,5250803,5250804,6810202,7711000,7731400,7739099"
05115544000201,05115544,0002,01,2,08,SC,8045,1013902,Preparação de subprodutos do abate,"1066000,3839499,4637103,4689399,4930202"
29300403000138,29300403,0001,38,1,02,PR,7431,2869100,"Fabricação de máquinas e equipamentos para uso industrial específico não especificados anteriormente, peças e acessórios","2512800,2829199,3314719,3321000,4685100"
01354546000294,01354546,0002,94,2,02,MG,4301,4399199,Serviços especializados para construção não especificados anteriormente,"2330305,2330399,4744099,4930202,7732201"
66301334000707,66301334,0007,07,2,02,MG,4057,1052000,Fabricação de laticínios,"1051100,4623101,4623109,4631100,4632001,4644302,4661300,4771704,4930201,4930202,5211701"
45523719000811,45523719,0008,11,2,02,SP,6989,4929902,"Transporte rodoviário coletivo de passageiros, sob regime de fretamento, intermunicipal, interestadual e internacional","4929901,4929904,4922101,4921301,4921302,4924800,4329104,7711000,7731400,7733100,7719501,7732201,7732202,8121400"
29628234000160,29628234,0001,60,1,02,MG,5401,2013402,"Fabricação de adubos e fertilizantes, exceto organo-minerais","2012600,2013401,4683400,4930202"
05539641001023,05539641,0010,23,2,02,SP,6831,4930202,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional","4930203,5211799,4930201,5250803,7820500"
30251782000100,30251782,0001,00,1,02,GO,9545,4930201,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, municipal.",4930202
04567650000840,04567650,0008,40,2,02,ES,5703,3811400,Coleta de resíduos não-perigosos,"3812200,4930201"
13164085000276,13164085,0002,76,2,02,GO,9373,4679699,Comércio atacadista de materiais de construção em geral,4930202
07063949000260,07063949,0002,60,2,02,SP,6581,4930201,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, municipal.","7719599,4930202"
54579107000327,54579107,0003,27,2,02,SP,6969,4930203,Transporte rodoviário de produtos perigosos,"4930202,7719599"
31382646000104,31382646,0001,04,1,02,MA,0921,4520001,Serviços de manutenção e reparação mecânica de veículos automotores,
02870124001206,02870124,0012,06,2,02,MG,4895,4930202,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional","4313400,4930201,5212500,7711000,7719599,7732201"
31884811000126,31884811,0001,26,1,02,PE,2419,4399199,Serviços especializados para construção não especificados anteriormente,4744004
45615184000566,45615184,0005,66,2,02,MG,5401,4687703,Comércio atacadista de resíduos e sucatas metálicos,"3811400,3812200,3821100,4685100,4687701,4930202,7020400,7490199,8129000"
32161582000184,32161582,0001,84,1,02,MT,9871,0111302,Cultivo de milho,"0141501,0161001,0163600,4687702,5211701,5211799"
32238981000104,32238981,0001,04,1,02,SP,7107,4921301,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, municipal",6463800
11455829003706,11455829,0037,06,2,02,MT,8985,4930201,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, municipal.","4930202,4930203,5250803"
17033881000220,17033881,0002,20,2,02,MG,5403,4930202,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional","0161003,4930201,7731400"
01744153000882,01744153,0008,82,2,02,MG,5049,4211101,Construção de rodovias e ferrovias,"4212000,4213800,4299599,7732201"
33370259000183,33370259,0001,83,1,08,ES,5667,4930201,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, municipal.","4930202,5250803,7711000,7732201"
62545686001800,62545686,0018,00,2,02,RS,8943,2029100,Fabricação de produtos químicos orgânicos não especificados anteriormente,"8621602,8630503"
31974104000201,31974104,0002,01,2,02,SP,7107,4921301,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, municipal",6462000
31974104000716,31974104,0007,16,2,02,SP,7107,4921301,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, municipal",6462000
03902129003018,03902129,0030,18,2,02,MS,9113,4661300,"Comércio atacadista de máquinas, aparelhos e equipamentos para uso agropecuário; partes e peças",
15031293000494,15031293,0004,94,2,02,BA,3449,0910600,Atividades de apoio à extração de petróleo e gás natural,0600001
05866984000705,05866984,0007,05,2,02,SP,6619,2229399,Fabricação de artefatos de material plástico para outros usos não especificados anteriormente,"1539400,1540800,2219600,3230200,3240099,3832700,4520006,4530702,4684201,4687702,4689399,4789099,4930202,5620101"
32142502000143,32142502,0001,43,1,02,SP,7107,3314705,Manutenção e reparação de equipamentos de transmissão para fins industriais,"4530703,4930202"
33504169000138,33504169,0001,38,1,02,SP,7107,4921301,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, municipal",5229099
34803364000121,34803364,0001,21,1,02,PB,2051,4921301,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, municipal","4929901,4929903"
34853469000195,34853469,0001,95,1,02,RS,8801,4633801,"Comércio atacadista de frutas, verduras, raízes, tubérculos, hortaliças e legumes frescos",4930202
27880089000184,27880089,0001,84,1,02,PB,1999,0810099,Extração e britamento de pedras e outros materiais para construção e beneficiamento associado,"5212500,0990403,2399199,4689301"
35169160000143,35169160,0001,43,1,02,DF,9701,4110700,Incorporação de empreendimentos imobiliários,6810201
35218174000100,35218174,0001,00,1,02,SP,7107,4299599,Outras obras de engenharia civil não especificadas anteriormente,
01814174000908,01814174,0009,08,2,02,GO,9753,4211101,Construção de rodovias e ferrovias,"4212000,4213800,4221901,4222701,4299599,4313400,7732201"
