cnpj_14,cnpj_basico,cnpj_ordem,cnpj_dv,identificador_matriz_filial,situacao_cadastral,uf,municipio,cnae_fiscal_principal,cnae_principal_descricao,cnae_fiscal_secundaria
22849328000543,22849328,0005,43,2,02,BA,3413,4930203,Transporte rodoviário de produtos perigosos,"4930202,4930201"
32923187000515,32923187,0005,15,2,02,RO,0011,3511501,Geração de energia elétrica,
25270244000115,25270244,0001,15,1,02,MA,0921,5231102,Atividades do Operador Portuário,"2013402,4683400,4692300,4789099,4930201,4930202,4930204,5211701,5212500,5232000,5239799,5250805,7739099,7820500"
20514651000107,20514651,0001,07,1,02,PR,7743,1013902,Preparação de subprodutos do abate,"4623109,4637103,4930201,5211799"
48740351013909,48740351,0139,09,2,02,SP,6477,4930202,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional","8219901,5250803,7810800,4930201,5211799"
17814074000164,17814074,0001,64,1,02,ES,5701,4930202,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional","3831901,3831999,3832700,3839499,4744099,4930201,4930203,5211799,5212500,5229099,5250803,5250804,5250805,7711000,7719599,7739099"
15595943000181,15595943,0001,81,1,02,ES,5699,4930202,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional","5211701,5212500,5211799"
01287588000845,01287588,0008,45,2,02,BA,3965,1412601,"Confecção de peças de vestuário, exceto roupas íntimas e as confeccionadas sob medida","1531901,1540800,1412603"
18891036001069,18891036,0010,69,2,02,MG,0716,0210101,Cultivo de eucalipto,0210108
25109805000107,25109805,0001,07,1,02,CE,1373,4211101,Construção de rodovias e ferrovias,4212000
15113424000130,15113424,0001,30,1,02,ES,5699,1721400,Fabricação de papel,"1731100,1741902,1749400"
16667978000141,16667978,0001,41,1,02,MG,5403,4313400,Obras de terraplenagem,"0161099,0810006,4299599,4311801,4311802,4319300,4391600,4744004,4930201,4930202,7719599,7731400,7732201"
22259826000102,22259826,0001,02,1,02,SC,8379,4520001,Serviços de manutenção e reparação mecânica de veículos automotores,"3314712,4520007,4530703,4732600"
14054065000124,14054065,0001,24,1,02,PB,2117,4921301,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, municipal",
17051740000150,17051740,0001,50,1,02,SP,7099,4921301,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, municipal","4520001,4924800,4929901,4930202,5099801,7711000,7719599"
13345100000100,13345100,0001,00,1,02,PE,2531,6810201,Compra e venda de imóveis próprios,"6810202,7732201,6463800"
09057912000255,09057912,0002,55,2,02,RO,0003,4930202,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional","4930201,5250804,2823200"
94458312000278,94458312,0002,78,2,02,PR,7767,4930202,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional","4520001,4520002,4530703,4530704,4930201,5211799"
32681371004917,32681371,0049,17,2,02,RJ,5847,4930202,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional","4511102,4923002,4929901,4929902,4929999,4930203,5212500,7711000,7739099,7820500"
21233901000101,21233901,0001,01,1,02,RJ,6001,4921301,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, municipal","4921302,4922101,4929902,8299799"
09609245000195,09609245,0001,95,1,02,PA,0509,4120400,Construção de edifícios,"2330301,2330303,2330305,2330399,2399199,2511000,3600601,3600602,3701100,3811400,4110700,4211101,4211102,4212000,4213800,4221901,4222701,4292801,4292802,4299501,4299599,4311801,4311802,4312600,4313400,4319300,4321500,4322301,4322302,4322303,4329101,4329103,4329104,4329199,4330401,4330403,4330404,4330405,4330499,4391600,4399101,4399102,4399103,4399104,4399105,4399199,4744004,4930201,4930202,6810201,6810202,6810203,6821801,6821802,6822600,7112000,7119703,7119799,7732201,7732202,8129000,8130300"
03656804000727,03656804,0007,27,2,02,AL,2853,4679699,Comércio atacadista de materiais de construção em geral,"4530705,4541203,4541206,4671100,4673700,4713004,4742300,4744001,4744002,4744099,4751201,4752100,4753900,4754701,4761003,4763601,4763603,4763604,4789007,4930202"
21821738000190,21821738,0001,90,1,02,MT,9117,0810004,Extração de calcário e dolomita e beneficiamento associado,"0810099,2391501,2399199,4622200,4623199,4679604,4683400"
03367101001408,03367101,0014,08,2,02,SC,8061,2330305,Preparação de massa de concreto e argamassa para construção,"4213800,4399199,4744099,4930202"
07243002000231,07243002,0002,31,2,02,AM,9841,0810099,Extração e britamento de pedras e outros materiais para construção e beneficiamento associado,"0990403,4687701,4687702,4687703,4744004,4744099,4930202,7119702,7732201,7739001"
13520896000181,13520896,0001,81,1,02,PR,7885,4921301,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, municipal","4922101,4922102,4922103,4924800,4929901,4929902,7719599"
07636657000270,07636657,0002,70,2,02,MA,0961,2423702,"Produção de laminados longos de aço, exceto tubos","0210101,0210107,0210108,2014200,2330305,2411300,2421100,3511501,4632001,4930203,5240101"
23612315000195,23612315,0001,95,1,02,SP,7107,4930201,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, municipal.","4520001,4520006,4930202,4930203,5211799,5212500"
10376555000781,10376555,0007,81,2,02,MG,4115,3530100,"Produção e distribuição de vapor, água quente e ar condicionado",
23373000000809,23373000,0008,09,2,02,SP,7075,7711000,Locação de automóveis sem condutor,"7719599,7731400,7740300,4923002,6463800"
07298131000499,07298131,0004,99,2,02,PR,7435,5211701,Armazéns gerais - emissão de warrant,"4930202,5212500,4930203,7711000"
22432769001002,22432769,0010,02,2,08,MG,4371,4930203,Transporte rodoviário de produtos perigosos,"5231102,4929902"
10378082000166,10378082,0001,66,1,02,RS,8769,4930202,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional","4930201,5211799,5212500,5250804,6810202"
03567329000470,03567329,0004,70,2,02,RO,0013,4930202,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional","4520001,4520002,4520003,4520004,4520005,4520006,4520007,4520008,4930203"
01211210000434,01211210,0004,34,2,02,RJ,5853,4929902,"Transporte rodoviário coletivo de passageiros, sob regime de fretamento, intermunicipal, interestadual e internacional",4929901
07175725003002,07175725,0030,02,2,02,RS,8683,2710402,"Fabricação de transformadores, indutores, conversores, sincronizadores e semelhantes, peças e acessórios","2731700,3313901,3321000,4669999,8299799"
21362359000189,21362359,0001,89,1,02,SP,7181,1091101,Fabricação de produtos de panificação industrial,4637104
10535766000205,10535766,0002,05,1,02,SP,7183,2399199,Fabricação de outros produtos de minerais não-metálicos não especificados anteriormente,5212500
13248429000144,13248429,0001,44,1,02,ES,5701,4930202,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional","4313400,4930203,5212500"
11184785000973,11184785,0009,73,2,02,CE,1389,7732201,"Aluguel de máquinas e equipamentos para construção sem operador, exceto andaimes","3314710,7739099"
11170969000127,11170969,0001,27,1,02,MG,4939,0810004,Extração de calcário e dolomita e beneficiamento associado,"0810006,0810099,4744099,4930201,4930202,6810202"
11031202000389,11031202,0003,89,2,02,SP,7107,4921301,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, municipal","6463800,7020400"
26020106000140,26020106,0001,40,1,02,CE,0991,4299599,Outras obras de engenharia civil não especificadas anteriormente,"2330301,2399199,4211101,4211102,4213800,4222701,4311802,4313400,4399101,4399199,4679699,4744099,4930202,4930203,5211799,7732201,7739099,7820500"
26335879000116,26335879,0001,16,1,02,MG,4371,4759899,Comércio varejista de outros artigos de uso pessoal e doméstico não especificados anteriormente,"3314707,4322302,4618499,4744099,4753900"
26401399000106,26401399,0001,06,1,02,MG,4245,4930202,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional","4930203,6462000,7490104,7711000,7719599,7739099,7820500,8299799"
08794451000583,08794451,0005,83,2,02,AC,0655,3511501,Geração de energia elétrica,
06048466000224,06048466,0002,24,2,02,GO,1058,4921302,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, intermunicipal em região metropolitana",
10483444003528,10483444,0035,28,2,02,SE,3189,1052000,Fabricação de laticínios,"1033301,1122402,4623109,1051100,4631100,1066000,4639701"
58681867000563,58681867,0005,63,2,02,BA,3429,2073800,"Fabricação de impermeabilizantes, solventes e produtos afins","2093200,4679601,4679604,4679699,7020400,7112000"
27212648000188,27212648,0001,88,1,02,MA,0921,4110700,Incorporação de empreendimentos imobiliários,4120400
01593699000618,01593699,0006,18,2,02,PR,7901,2029100,Fabricação de produtos químicos orgânicos não especificados anteriormente,"2099199,4623199,4689399,8211300,8299799"
05386318000257,05386318,0002,57,2,02,CE,0991,3811400,Coleta de resíduos não-perigosos,"3812200,3701100,4930201,3600602,4399104,7490199"
27595780000469,27595780,0004,69,2,02,SP,7107,7711000,Locação de automóveis sem condutor,"7719599,7740300,6463800"
08352952000500,08352952,0005,00,2,02,MG,4417,4921301,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, municipal",
28501422000160,28501422,0001,60,1,02,MG,0722,7739099,"Aluguel de outras máquinas e equipamentos comerciais e industriais não especificados anteriormente, sem operador","3313901,4530703,4742300,7719599"
01779939000320,01779939,0003,20,2,02,SP,6661,4930201,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, municipal.","4930202,4930203,7739099"
28744298000163,28744298,0001,63,1,02,MT,9901,1013902,Preparação de subprodutos do abate,"4930202,5211799"
02709163000688,02709163,0006,88,2,02,PA,0425,3011301,Construção de embarcações de grande porte,"2599399,2790299,3011302,3314701,3317101,3600601,3831999,4120400,4212000,4221902,4221903,4221904,4221905,4291000,4313400,4321500,4330401,4330403,4330404,4330405,4330499,4391600,4399104,4399199,4530701,4530703,4672900,4679699,4744001,4744099,5030103,5223100,5231101,5231102,5239799,7020400,7112000,7490105,7719599,7739099,8129000,8211300,8219999,8299799"
45523719000730,45523719,0007,30,2,02,GO,9433,4929902,"Transporte rodoviário coletivo de passageiros, sob regime de fretamento, intermunicipal, interestadual e internacional","4329104,4520001,4520002,4520003,4520004,4520005,4520006,4921301,4921302,4922101,4924800,4929901,4929904,7711000,7719501,7731400,7732201,7732202,7733100,8121400"
29141804000192,29141804,0001,92,1,02,RJ,5925,2399199,Fabricação de outros produtos de minerais não-metálicos não especificados anteriormente,"3821100,3822000,3831999,4684299,4689301,4930202,4930203,7490199,8299799"
29201747000190,29201747,0001,90,1,02,SE,3105,7112000,Serviços de engenharia,"3321000,3329599,4221905,4292801,4299599,4321500,4322302,4322303,4391600,4399199,7020400,7119703,7119704,7732201,7732202,8599604"
27595780001600,27595780,0016,00,2,02,BA,3849,7711000,Locação de automóveis sem condutor,"6463800,7719599,7740300"
29639665000121,29639665,0001,21,1,02,GO,9227,4930202,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional","4930201,5211799,5212500,5250804"
29658437000107,29658437,0001,07,1,02,CE,1411,4929902,"Transporte rodoviário coletivo de passageiros, sob regime de fretamento, intermunicipal, interestadual e internacional","4923002,7711000,7911200"
26484540000181,26484540,0001,81,1,02,SP,6639,4930202,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional","4789099,4930203,7490104,7711000,7719599,7739099,8211300"
30019349000136,30019349,0001,36,1,02,MG,5269,1052000,Fabricação de laticínios,"1051100,1091102,1096100,1099699,4631100,4721103"
22881417000224,22881417,0002,24,2,02,PR,7771,0600001,Extração de petróleo e gás natural,"0910600,4940000,6463800,7020400"
08352952000771,08352952,0007,71,2,02,GO,9459,4929901,"Transporte rodoviário coletivo de passageiros, sob regime de fretamento, municipal",4929902
54360623007530,54360623,0075,30,2,02,SP,6861,4929901,"Transporte rodoviário coletivo de passageiros, sob regime de fretamento, municipal",4929902
31356763000101,31356763,0001,01,1,02,PE,2443,4930202,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional","4930201,4930203,5211799,5250803"
92660604017239,92660604,0172,39,2,02,SP,6371,2012600,Fabricação de intermediários para fertilizantes,
09452900001205,09452900,0012,05,2,02,RN,1759,4930202,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional","0161099,0230600,2330305,3314708,3600602,3811400,3812200,4313400,4399101,4399104,4511102,4921301,4921302,4922101,4922102,4922103,4923002,4929901,4929902,4929903,4929904,4929999,4930201,4930203,5030101,5099899,5212500,5221400,5223100,5229002,5229099,5231102,5240199,5250803,5250804,5250805,6462000,6463800,7020400,7312200,7711000,7731400,7732201,7739099,7820500,7830200,8121400,8129000,8299799,8413200,8621601,8621602"
31659735000155,31659735,0001,55,1,02,SC,8083,4211101,Construção de rodovias e ferrovias,"4120400,4211102,4213800,4222701,4313400,4319300,4511101,4662100,4679604,4744004,4744099,4930202,7732201"
06979521000380,06979521,0003,80,2,02,PE,2357,2229302,Fabricação de artefatos de material plástico para usos industriais,"2222600,2869100,3832700,4520007,4669999,4693100,4789099,6462000,6463800,7739099,8299799"
50155134001040,50155134,0010,40,2,02,SC,8367,2441502,Produção de laminados de alumínio,"2539001,2539002,2543800,4689399,7119703,8630502"
08352952000933,08352952,0009,33,2,02,MG,5049,4921301,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, municipal","3811400,3812200,4921302,4922101,4922102,4922103,4923002,4924800,4929901,4929902,4930201,5223100,7711000,7719599"
33192658000100,33192658,0001,00,1,02,MG,4899,0161003,"Serviço de preparação de terreno, cultivo e colheita","4520001,4930201,4930202,7731400"
58322512000588,58322512,0005,88,2,02,SP,7107,4921301,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, municipal","4923002,4924800,4929901,4929902,5022001,5091201,5099801"
31974104000635,31974104,0006,35,2,02,SP,7107,4921301,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, municipal",6462000
33588168000119,33588168,0001,19,1,02,PR,7885,7732201,"Aluguel de máquinas e equipamentos para construção sem operador, exceto andaimes","5212500,7820500"
33666065000120,33666065,0001,20,1,02,SP,7099,4921301,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, municipal",
07955496001097,07955496,0010,97,2,02,SP,6731,0131800,Cultivo de laranja,"0113000,0151201"
34040367000150,34040367,0001,50,1,02,MA,0921,4520001,Serviços de manutenção e reparação mecânica de veículos automotores,
45523719000900,45523719,0009,00,2,02,SP,6179,4929902,"Transporte rodoviário coletivo de passageiros, sob regime de fretamento, intermunicipal, interestadual e internacional","4929901,4929904,7711000,4922101,4921302,4921301,4924800,8121400,4329104,7731400,7733100,7719501,7732201,7732202,4520005,4520001,4520002,4520003,4520004,4520006,4520007"
34554478000185,34554478,0001,85,1,02,BA,3443,0133410,Cultivo de manga,"0116499,0119907,0119999,0121101,0132600,4633801"
34778573000162,34778573,0001,62,1,02,MG,4957,7719599,"Locação de outros meios de transporte não especificados anteriormente, sem condutor","4313400,4930201,4930202,7732201,8130300"
34790251000139,34790251,0001,39,1,02,TO,9649,0139306,Cultivo de seringueira,"0111302,0115600,0151201,0151202,4622200,4623101,4623199,5211799"
48169536001486,48169536,0014,86,2,02,SP,7083,0810099,Extração e britamento de pedras e outros materiais para construção e beneficiamento associado,"0899199,0990403,2399199,4110700,4211101,4213800,4313400,4679699,6810201,6810202,7732201"
19371553000260,19371553,0002,60,2,02,MG,5403,0161003,"Serviço de preparação de terreno, cultivo e colheita","0111302,0111399,0141501,0161099,0163600,4623106,4623108,4632001,4632003,6462000"
08419352001593,08419352,0015,93,2,02,PE,2521,4399199,Serviços especializados para construção não especificados anteriormente,7732201
07035044000791,07035044,0007,91,2,02,RJ,5847,0910600,Atividades de apoio à extração de petróleo e gás natural,"3314714,3321000,4669999,7739001"
10505311000913,10505311,0009,13,2,02,PI,2259,4120400,Construção de edifícios,"3314717,4313400"
76700939001100,76700939,0011,00,2,02,PR,7435,4930203,Transporte rodoviário de produtos perigosos,
52548435024515,52548435,0245,15,2,02,MA,0803,4930202,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional","0161003,0161099,4291000,4520001,4921301,4921302,4923002,4929901,4929902,4930201,4930203,5211799,5212500,5223100,5229002,5229099,5250804,7711000,7719599,7731400,7830200,8020001,8129000,8292000"
06984234000369,06984234,0003,69,2,02,SP,7107,4687703,Comércio atacadista de resíduos e sucatas metálicos,"3831999,4687701,4687702,7739099"
10483444004680,10483444,0046,80,2,02,BA,3629,1052000,Fabricação de laticínios,"4631100,4639701"
36393580000171,36393580,0001,71,1,02,CE,1389,5211701,Armazéns gerais - emissão de warrant,"4930202,5211799,5212500"
10376555001320,10376555,0013,20,2,02,SP,6875,3530100,"Produção e distribuição de vapor, água quente e ar condicionado",
36710631000141,36710631,0001,41,1,02,MG,5137,7731400,Aluguel de máquinas e equipamentos agrícolas sem operador,"0161002,0210107,4671100,4930201,4930202,5212500"
03875931000636,03875931,0006,36,2,02,MG,2691,4930202,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional","4930201,5211799,5212500,5250804,7711000,7719599,7739099,7820500"
38328918000137,38328918,0001,37,1,02,ES,5701,4930201,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, municipal.","4520001,4520006,4923001,4923002,4930202,5229002,7490104,7711000,7719599,9529102"
34230979018587,34230979,0185,87,2,02,RN,1759,4299599,Outras obras de engenharia civil não especificadas anteriormente,4399199
08352952001077,08352952,0010,77,2,02,BA,3651,4921301,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, municipal","3811400,3812200,4921302,4922101,4922102,4922103,4923002,4924800,4929901,4929902,4930201,5223100,7711000,7719599"
36601404000188,36601404,0001,88,1,02,PR,7997,2013401,Fabricação de adubos e fertilizantes organo-minerais,"0161001,0161099,3839401,4683400,7210000,7319002,7490104,7490199,7731400,8291100"
05099585001134,05099585,0011,34,2,02,CE,1251,1921700,Fabricação de produtos do refino de petróleo,"2099199,4612500,4614100,4663000,4684299,4930203,5099899,5211701,7120100"
10376555001753,10376555,0017,53,2,08,RR,0301,0161099,Atividades de apoio à agricultura não especificadas anteriormente,"0161003,4623199,4671100,4930201,4930202"
08691136000601,08691136,0006,01,2,02,SP,6361,4921302,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, intermunicipal em região metropolitana","4789099,4921301,4922101,4922102,4922103,4923002,4929902,4930201,4930202"
10376555001915,10376555,0019,15,2,02,MT,9095,4623199,Comércio atacadista de matérias-primas agrícolas não especificadas anteriormente,"0161003,0210107,4671100"
18279158003123,18279158,0031,23,2,02,MG,0638,0210108,Produção de carvão vegetal - florestas plantadas,0230600
06537334000770,06537334,0007,70,2,02,BA,3117,4744004,"Comércio varejista de cal, areia, pedra britada, tijolos e telhas","3314715,3314717,3319800,4399104,4511102,4930201,4930202,7731400,7732201"
21947956001570,21947956,0015,70,2,02,CE,1453,4221903,Manutenção de redes de distribuição de energia elétrica,4399101
07191228002603,07191228,0026,03,2,02,MG,5031,4632001,Comércio atacadista de cereais e leguminosas beneficiados,"0111302,0111303,0111399,0115600,0163600,4632003,4692300,4744001,5211701"
61881017001242,61881017,0012,42,2,02,MG,4371,2599399,Fabricação de outros produtos de metal não especificados anteriormente,"2599302,4685100,5212500"
32836259000163,32836259,0001,63,1,02,SP,7107,4299599,Outras obras de engenharia civil não especificadas anteriormente,"3811400,3821100,3839499,3900500,4110700,4120400,4211101,4212000,4213800,4221901,4222701,4223500,4291000,4311801,4313400,4330401,4391600,4399101,4662100,4687703,4744099,4930201,5221400,5231101,6810201,7112000,7711000,7731400,7732201,7733100,7810800,7820500,8111700,8121400,8122200,8130300,8211300,8219901,8291100,8299701"
42317705000187,42317705,0001,87,1,02,PE,2457,3839499,Recuperação de materiais não especificados anteriormente,"3811400,3821100,3831999,3832700,4687702,4687703,4930201,4930202"
35835010000202,35835010,0002,02,2,02,MT,9067,4921302,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, intermunicipal em região metropolitana",7020400
42805842000160,42805842,0001,60,1,02,SP,7145,3822000,Tratamento e disposição de resíduos perigosos,"3811400,3812200,3821100,3831901,3831999,4687701,4687702,4687703,4930201,6462000,7120100,8299799"
42925433000106,42925433,0001,06,1,02,AM,0255,7739099,"Aluguel de outras máquinas e equipamentos comerciais e industriais não especificados anteriormente, sem operador","2710401,2930101,2930103,3313901,3511501,3512300,3513100,3514000,4530703,4662100,4663000,4742300,7112000"
00437218000370,00437218,0003,70,2,02,MS,9125,4211101,Construção de rodovias e ferrovias,"3811400,3812200,4110700,4120400,4211102,4212000,4213800,4313400,4319300,4391600,4687701,4687702,6463800,6810201,6810203,7112000,7120100,8129000"
23808561000540,23808561,0005,40,2,02,PE,2357,4930202,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional",4930203
01528374000732,01528374,0007,32,2,02,BA,3805,7112000,Serviços de engenharia,"3311200,3312102,3313901,3313999,3314702,3314703,3314705,3314714,3314799,3319800,3321000,4223500,4321500,4322301,4399101,5211701,5211799,7120100,8129000,8299701,8299799"
03193191001387,03193191,0013,87,2,02,PE,2357,7112000,Serviços de engenharia,"7719501,7732201"
43493124000169,43493124,0001,69,1,02,SP,6979,4930202,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional","4930201,4930203,7719599"
00242184000449,00242184,0004,49,2,02,PR,7745,7732201,"Aluguel de máquinas e equipamentos para construção sem operador, exceto andaimes","3314712,3314717,4399199,4530703,4930202,5211799,5212500,7820500,8121400,8129000"
01682695002579,01682695,0025,79,2,02,PE,2517,1012101,Abate de aves,"1013901,1013902,5212500"
43814859000147,43814859,0001,47,1,02,PE,2531,7112000,Serviços de engenharia,"4213800,4313400,4923002,6810201,6810202,7111100,7711000,7732201,7820500"
00242184000287,00242184,0002,87,2,02,MT,9151,7732201,"Aluguel de máquinas e equipamentos para construção sem operador, exceto andaimes","3314712,3314717,4530703,4662100,4930202,5211799,5212500,7719599,7820500"
52452141001897,52452141,0018,97,2,02,PE,2629,4930203,Transporte rodoviário de produtos perigosos,"4930201,4930202,7719599"
00057240004381,00057240,0043,81,2,02,DF,9701,2330305,Preparação de massa de concreto e argamassa para construção,"4399199,4679699"
40270958000117,40270958,0001,17,1,02,RJ,6001,4930202,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional","3319800,4930201,4930203,5211701,5212500,5231102,5250801,5250802,5250805,7739099"
40187710000197,40187710,0001,97,1,02,MG,4541,4930202,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional","0161003,0161099,4929901,4929902,7731400"
07031916001804,07031916,0018,04,2,02,PR,7633,4930201,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, municipal.",4930202
43091153000102,43091153,0001,02,1,02,AL,2785,3821100,Tratamento e disposição de resíduos não-perigosos,"3811400,3812200,3822000,3900500,4930201,4930202,4930203"
29829452000243,29829452,0002,43,2,02,AL,2837,0910600,Atividades de apoio à extração de petróleo e gás natural,7112000
27488738000104,27488738,0001,04,1,02,PE,2357,4681802,Comércio atacadista de combustíveis realizado por transportador retalhista (T.R.R.),"4399104,4684299,4930203,5211799,7711000,7731400,7732201,7732202,7739099"
30647870000118,30647870,0001,18,1,02,CE,1319,1062700,Moagem de trigo e fabricação de derivados,"1064300,1092900,1094500,4632002,4637104,4637105,4639701,4930201,4930202"
66301334001347,66301334,0013,47,2,02,MG,5235,1052000,Fabricação de laticínios,"1051100,4623101,4623109,4631100,4632001,4644302,4661300,4771704,4930201,4930202,5211701"
26501438000228,26501438,0002,28,2,02,SP,7107,2862300,"Fabricação de máquinas e equipamentos para as indústrias de alimentos, bebidas e fumo, peças e acessórios","7739099,7020400,4686902,4665600,6462000,3321000,3314710,4618499,8211300"
29209171000298,29209171,0002,98,2,02,MG,4267,2391501,"Britamento de pedras, exceto associado à extração","0810099,2330305,4744004,7732201"
42220660000128,42220660,0001,28,1,02,RJ,5925,4930202,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional",8211300
07740099000298,07740099,0002,98,2,02,MG,5343,4929902,"Transporte rodoviário coletivo de passageiros, sob regime de fretamento, intermunicipal, interestadual e internacional","4921301,4922101,4924800,4929901,4930202,7711000"
03504437000584,03504437,0005,84,2,02,PB,2051,4639701,Comércio atacadista de produtos alimentícios em geral,"1020101,4634601,4646002,4649408,5211799,5212500"
80393960000289,80393960,0002,89,2,02,SC,8221,4930202,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional","4930201,4930203,5211701,5231102,5250804"
56385834001784,56385834,0017,84,2,02,BA,3805,4930203,Transporte rodoviário de produtos perigosos,4930202
44406870000130,44406870,0001,30,1,02,CE,1389,6810203,Loteamento de imóveis próprios,"4120400,4299599,6810201,6822600"
44935685000133,44935685,0001,33,1,02,PA,0483,4313400,Obras de terraplenagem,"0810006,0810099,2330305,3314710,3315500,3319800,3811400,4120400,4211101,4212000,4213800,4221903,4222701,4399101,4679604,4679699,4681803,4687702,4687703,4930201,4930202,4930203,4930204,6190699,7112000,7732201,8011101"
29363431000366,29363431,0003,66,2,02,MG,4895,5250804,Organização logística do transporte de carga,"0161003,5212500,7490104,7711000,7820500,8121400,8129000,8299799"
29363431000447,29363431,0004,47,2,02,PA,0595,5250804,Organização logística do transporte de carga,"0161003,5212500,7490104,7711000,7820500,8121400,8129000,8299799"
45454236000136,45454236,0001,36,1,02,SP,7107,4930201,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, municipal.","3314710,3314799,4520001,4520005,4530703,4530705,4930202,5229099,5250804,7719599,7732201,7739099"
65963142000876,65963142,0008,76,2,02,SP,6251,4929902,"Transporte rodoviário coletivo de passageiros, sob regime de fretamento, intermunicipal, interestadual e internacional","4921301,4922101,4922102,4924800,4930202"
01203383001130,01203383,0011,30,2,02,PA,0595,4929901,"Transporte rodoviário coletivo de passageiros, sob regime de fretamento, municipal","4921301,4921302,4922101,4922102,4922103,4923002,4929902,5250804,7711000"
09535153000450,09535153,0004,50,2,02,MT,8999,4313400,Obras de terraplenagem,"0990401,0990402,0990403,4120400,7732201,7739099,7830200"
45807994000190,45807994,0001,90,1,02,PA,0533,6810201,Compra e venda de imóveis próprios,"4110700,4120400,6810203"
40181203000499,40181203,0004,99,2,02,SP,6967,4921302,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, intermunicipal em região metropolitana",
28259369000485,28259369,0004,85,2,02,GO,9571,4930202,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional","4520005,4930201,5212500"
07191228005386,07191228,0053,86,2,02,MG,4345,4632001,Comércio atacadista de cereais e leguminosas beneficiados,"0111302,0111303,0111399,0115600,0163600,4632003,4692300,4744001,5211701"
21407318000242,21407318,0002,42,2,02,MG,4245,4930201,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, municipal.","0161003,0161099,4313400,4930202,7719599,7731400,8299799"
47604527000199,47604527,0001,99,1,02,MG,4123,4929902,"Transporte rodoviário coletivo de passageiros, sob regime de fretamento, intermunicipal, interestadual e internacional","4921301,4921302,4923002,4929901,4929903,4929904,7711000,7911200,7912100"
46509104000127,46509104,0001,27,1,02,PA,0509,0115600,Cultivo de soja,"0111302,0111303,0151201,4930202,6810201,6810202"
05263312001345,05263312,0013,45,2,08,GO,9373,4922102,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, interestadual","4921302,4922101,4922103,4929901,4929902,4930201,4930202,4930204,7911200"
